ORDER_HEAD_LINE_NO,MTL_NO,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,OS_STATUS_CD,MTL_SECTION_CD,MTL_STATUS_CD,OPER_FLAG,FAC_OP_CD_N,MAT_PRG_TP,PRD_PRG_TP,ORDER_PRG_TP_CD,BEF_OS_STATUS_CD,MTL_BEF_PROCESS_CD_N,PLATE_EA,MTL_REAL_WEIGHT,MTL_BASE_WEIGHT,MTL_COMPLETE_FLAG,GCS_COMP_CODE,WORKS_CODE,MAT_SHP_TP,RSV_METHOD_TP,RSV_DT,ASSEMBLY,SZ_DIR_FLAG,SZ_PARENT_SLAB_FLAG,PL_PRD_MASTER_CLS,DEPT_LOC_SITE_CD,DEST_SITE_CD,PLT_TE_PIC_QT_REVISE_TP,OVERROLL_CHECK_DATE,OVERROLL_RELEASE_DATE,OVROLL_PASS_YN_FLAG,OP_INDI_ERR_CAU_CD,OVEROLL_CD,MTL_PREVIOUS_NO_SECTION1,MTL_PREVIOUS_NO11,MTL_PREVIOUS_NO12,MTL_PREVIOUS_NO13,MTL_PREVIOUS_NO14,MTL_PREVIOUS_NO15,MTL_PREVIOUS_NO_SECTION2,MTL_PREVIOUS_NO21,MTL_PREVIOUS_NO22,MTL_PREVIOUS_NO23,MTL_PREVIOUS_NO24,MTL_PREVIOUS_NO25,MTL_PREVIOUS_NO26,MTL_PREVIOUS_NO27,MTL_PREVIOUS_NO28,MTL_PREVIOUS_NO29,MTL_PREVIOUS_NO30,PARTITION_KEY,CUST_DELIV_DT,PLT_PDT_ONL_ISP_RSH_IND_TP
01S5472685010,HBC079720,B,PHZFCM25,C400620522,2022/03/14 14:36:28.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:53:17.500000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20670,20515,,01,P,H,,,EQAA00000000QXQ,,,,,,,,,,,,D,SG68321 011,,,,,H,HBC079720,,,,,,,,,,S,,
01S5466935020,HBC079880,B,PH2APM14,C400620522,2022/03/14 14:56:09.000000,B,PH2APM19,CallHotCoilOSProgram,2022/03/14 15:06:46.340000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,18830,18689,,01,P,H,,,EQAA00000000QXP,,,,,,,,,,,,D,SG68326 041,,,,,H,HBC079880,,,,,,,,,,S,,
01S5466935010,HBC079860,B,PHZFCM25,C400620522,2022/03/14 14:52:38.000000,B,PHZZYM12,CallHotCoilOSProgram,2022/03/14 15:13:13.041000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,18890,18749,,01,P,H,,,EQAA00000000QXP,,,,,,,,,,,,D,SG68326 031,,,,,H,HBC079860,,,,,,,,,,S,,
01S5454528010,HBC079830,B,PHZFCM25,C400620522,2022/03/14 14:48:52.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:07:29.923000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,15030,14050,,01,P,H,,,EQAA00000000TTF,,,,,,,,,,,,D,SG68325 051,,,,,H,HBC079830,,,,,,,,,,S,,
01S5371635020,HBC079660,B,PHZFCM25,C400620522,2022/03/14 14:19:53.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:35:57.589000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20960,20348,,01,P,H,,,EQAA00000000TGX,,,,,,,,,,,,D,SG68320 021,,,,,H,HBC079660,,,,,,,,,,S,,
01S5371635020,HBC079680,B,PHZFCM25,C400620522,2022/03/14 14:23:10.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:40:26.373000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20960,20348,,01,P,H,,,EQAA00000000TGX,,,,,,,,,,,,D,SG68320 031,,,,,H,HBC079680,,,,,,,,,,S,,
01S5472685010,HBC079710,B,PHZFCM25,C400620522,2022/03/14 14:29:30.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:47:57.705000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20640,20485,,01,P,H,,,EQAA00000000QXQ,,,,,,,,,,,,D,SG68321 031,,,,,H,HBC079710,,,,,,,,,,S,,
01S5441192010,HBC079810,B,PHZFCM25,C400620522,2022/03/14 14:50:47.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:10:37.729000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19410,18817,,01,P,H,,,EQAA00000000UP6,,,,,,,,,,,,D,SG68324 021,,,,,H,HBC079810,,,,,,,,,,S,,
01S5434717030,HBC079730,B,PHZFCM25,C400620522,2022/03/14 14:32:03.000000,B,PHZZYM14,CallHotCoilOSProgram,2022/03/14 14:58:17.186000,,,,,,,,,,HJD,H,2,Q,6F3,D,,,HCH,H6F3 ,,20260,19627,,01,P,H,,,EQAA00000000QW3,,,,,,,,,,,,D,SG68321 051,,,,,H,HBC079730,,,,,,,,,,S,,
01S5441192010,HBC079780,B,PHZFCM25,C400620522,2022/03/14 14:40:35.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:59:45.273000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19420,18827,,01,P,H,,,EQAA00000000UP6,,,,,,,,,,,,D,SG68324 031,,,,,H,HBC079780,,,,,,,,,,S,,
01S5481679030,QFC0910,B,PSQ7CP56,C400620522,2022/03/14 14:39:53.000000,B,PSH99Y55,CallSTSOSProgram,2022/03/14 15:06:16.566000,,,,,,,,,,QYY,Q,2,Q,6F2,X,,,QYY,,,18080,18080,,01,P,Q,,,EQCA000000001RE,,,,,,,,,,,,H,HBC049740,,,,,Q,,,,,,,,,,,S,,
01S5441192010,HBC079800,B,PHZFCM25,C400620522,2022/03/14 14:43:52.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:03:47.297000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19390,18798,,01,P,H,,,EQAA00000000UP6,,,,,,,,,,,,D,SG68324 011,,,,,H,HBC079800,,,,,,,,,,S,,
01S5472685010,HBC079690,B,PHZFCM25,C400620522,2022/03/14 14:25:24.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:42:58.573000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20690,20535,,01,P,H,,,EQAA00000000QXQ,,,,,,,,,,,,D,SG68320 041,,,,,H,HBC079690,,,,,,,,,,S,,
01S5481679010,QFC0909,B,PSQ7CP56,C400620522,2022/03/14 14:29:03.000000,B,PSH99Y55,CallSTSOSProgram,2022/03/14 15:18:39.162000,,,,,,,,,,QYY,Q,2,Q,6F2,X,,,QYY,,,18145,18145,,01,P,Q,,,EQCA000000001RE,,,,,,,,,,,,H,HAC046620,,,,,Q,,,,,,,,,,,S,,
01S5454528010,HBC079840,B,PHZFCM25,C400620522,2022/03/14 14:49:51.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:09:08.889000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,15100,14115,,01,P,H,,,EQAA00000000TTF,,,,,,,,,,,,D,SG68325 041,,,,,H,HBC079840,,,,,,,,,,S,,
01S5437352010,SG68370 011,B,PSM2HR15,C400620522,2022/03/14 15:13:48.000000,B,PSM2HR15,C400620522,2022/03/14 15:13:48.000000,,,,,,,,,,DAF,D,1,S,5X1,F,,,,,1,21490,20708,,01,P,D,,,EFXC00000000001,,,,PSD1660,,,,,,,,A,SGHB0031 011,,,,,,,,,,,,,,,,S,,
01S5466935010,HBC079850,B,PHZFCM25,C400620522,2022/03/14 14:51:42.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:11:56.404000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,18960,18818,,01,P,H,,,EQAA00000000QXP,,,,,,,,,,,,D,SG68326 011,,,,,H,HBC079850,,,,,,,,,,S,,
01S5347612010,QDB1386B,B,PSR9SP59,C400620522,2022/03/14 15:10:42.000000,B,PSR99P55,CallSTSOSProgram,2022/03/14 15:15:32.157000,,,,,,,,,,RNE,R,3,R,721,E,,,,,,3069,2858,Y,01,P,R,,,ERBAD0000000SSY,,,,,,,,,,,,H,HBB105800,,,,,R,,,,,,,,,,,S,,
01S5486615010,SE33628 031,B,PSM2HR15,C400620522,2022/03/14 15:16:20.000000,B,PSM2HR15,C400620522,2022/03/14 15:16:20.000000,,,,,,,,,,DAF,D,1,S,7X1,F,,,,,1,19450,18307,,01,P,D,,,EFXC0000000005P,,,,PSC1660,,,,,,,,A,SEHB3974 031,,,,,,,,,,,,,,,,S,,
01S5482474010,QBC0586,B,PSQ6BP51,C400620522,2022/03/14 14:29:50.000000,B,PSH6AC04,CallSTSOSProgram,2022/03/14 15:06:13.082000,,,,,,,,,,QAE,Q,2,Q,6B1,E,,,QAD,Q6B1 ,,24720,24321,,01,P,Q,,,EQAA00000000QF9,,,,,,,,,,,,H,HBZ105330,,,,,Q,,,,,,,,,,,S,,
01S5434591040,HBC079740,B,PHZFCM25,C400620522,2022/03/14 14:32:58.000000,B,PHZZYM14,CallHotCoilOSProgram,2022/03/14 15:00:17.235000,,,,,,,,,,HJD,H,2,Q,6F3,D,,,HCH,H6F3 ,,20350,19714,,01,P,H,,,EQAA00000000QW3,,,,,,,,,,,,D,SG68321 041,,,,,H,HBC079740,,,,,,,,,,S,,
01S5486615010,SE33628 021,B,PSM2HR15,C400620522,2022/03/14 15:05:19.000000,B,PSM2HR15,C400620522,2022/03/14 15:05:19.000000,,,,,,,,,,DAF,D,1,S,7X1,F,,,,,1,19450,18307,,01,P,D,,,EFXC0000000005P,,,,PSC1660,,,,,,,,A,SEHB3974 021,,,,,,,,,,,,,,,,S,,
01S5347612010,QDB1386A,B,PSR9SP59,C400620522,2022/03/14 15:10:41.000000,B,PSM99Y54,CallSTSOSProgram,2022/03/14 15:19:32.129000,,,,,,,,,,RNK,R,2,R,721,K,,,RNK,,,13902,12559,,01,P,R,,,ERBAD0000000SSY,,,,,,,,,,,,H,HBB105800,,,,,R,QDB1386,,,,,,,,,,S,,
01S5481679030,QFC0911,B,PSQ7CP56,C400620522,2022/03/14 14:54:42.000000,B,PSH99Y55,CallSTSOSProgram,2022/03/14 15:06:15.743000,,,,,,,,,,QYY,Q,2,Q,6F2,X,,,QYY,,,18060,18060,,01,P,Q,,,EQCA000000001RE,,,,,,,,,,,,H,HBC049780,,,,,Q,,,,,,,,,,,S,,
01S5472685010,HBC079700,B,PHZFCM25,C400620522,2022/03/14 14:26:19.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:45:10.129000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20680,20525,,01,P,H,,,EQAA00000000QXQ,,,,,,,,,,,,D,SG68321 021,,,,,H,HBC079700,,,,,,,,,,S,,
01S5407203010,HBC079750,B,PHZFCM25,C400620522,2022/03/14 14:35:32.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:50:35.356000,,,,,,,,,,HCH,H,2,H,6F3,H,,Q,HCH,,,19360,17700,,01,P,H,,,EQAA00000000R93,,,,,,,,,,,,D,SG68313 021,,,,,H,HBC079750,,,,,,,,,,S,,
01S5441192010,HBC079790,B,PHZFCM25,C400620522,2022/03/14 14:42:56.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:01:41.024000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19390,18798,,01,P,H,,,EQAA00000000UP6,,,,,,,,,,,,D,SG68324 041,,,,,H,HBC079790,,,,,,,,,,S,,
01S5489927010,HBC079630,B,PHZFCM25,C400620522,2022/03/14 14:20:59.000000,B,PH2APM19,CallHotCoilOSProgram,2022/03/14 14:29:35.505000,,,,,,,,,,HCH,H,2,H,6D1,H,,Q,HCH,,,21120,20779,,01,P,H,,,EQAA00000000REA,,,,,,,,,,,,D,SG68308 021,,,,,H,HBC079630,,,,,,,,,,S,,
01S5406137010,HBC079760,B,PHZFCM25,C400620522,2022/03/14 14:37:26.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:55:43.139000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19910,18425,,01,P,H,,,EQAA00000000R08,,,,,,,,,,,,D,SG68323 041,,,,,H,HBC079760,,,,,,,,,,S,,
01S5371635020,HBC079670,B,PHZFCM25,C400620522,2022/03/14 14:22:16.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:38:09.121000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,20960,20348,,01,P,H,,,EQAA00000000TGX,,,,,,,,,,,,D,SG68320 011,,,,,H,HBC079670,,,,,,,,,,S,,
01S5406137010,HBC079770,B,PHZFCM25,C400620522,2022/03/14 14:39:39.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 14:57:47.444000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19980,18491,,01,P,H,,,EQAA00000000R08,,,,,,,,,,,,D,SG68323 031,,,,,H,HBC079770,,,,,,,,,,S,,
01S5482227010,QDC0676,B,PSQ8BP53,C400620522,2022/03/14 14:42:59.000000,B,PSH99Y55,CallSTSOSProgram,2022/03/14 15:04:47.825000,,,,,,,,,,QCD,Q,2,Q,6F3,D,,,QCD,,,16533,16368,,01,P,Q,,,EQAA00000000UBY,,,,,,,,,,,,H,HBC063040,,,,,Q,,,,,,,,,,,S,,
01S5464721010,SEHB3991 011,B,HNMCY031,C400620522,2022/03/14 14:47:47.000000,B,HNMCY031,C400620522,2022/03/14 14:47:47.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3991 021,B,HNMCY031,C400620522,2022/03/14 14:47:48.000000,B,HNMCY031,C400620522,2022/03/14 14:47:48.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3991 031,B,HNMCY031,C400620522,2022/03/14 14:47:48.000000,B,HNMCY031,C400620522,2022/03/14 14:47:48.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3991 041,B,HNMCY031,C400620522,2022/03/14 14:47:49.000000,B,HNMCY031,C400620522,2022/03/14 14:47:49.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3991 051,B,HNMCY031,C400620522,2022/03/14 14:47:49.000000,B,HNMCY031,C400620522,2022/03/14 14:47:49.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3992 011,B,HNMCY031,C400620522,2022/03/14 14:47:50.000000,B,HNMCY031,C400620522,2022/03/14 14:47:50.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3992 021,B,HNMCY031,C400620522,2022/03/14 14:47:50.000000,B,HNMCY031,C400620522,2022/03/14 14:47:50.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3992 031,B,HNMCY031,C400620522,2022/03/14 14:47:51.000000,B,HNMCY031,C400620522,2022/03/14 14:47:51.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3992 041,B,HNMCY031,C400620522,2022/03/14 14:47:52.000000,B,HNMCY031,C400620522,2022/03/14 14:47:52.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5464721010,SEHB3992 051,B,HNMCY031,C400620522,2022/03/14 14:47:52.000000,B,HNMCY031,C400620522,2022/03/14 14:47:52.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,19870,19232,,01,P,A,,,EFXC0000000002R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5454380010,SEHB3993 011,B,HNMCY031,C400620522,2022/03/14 14:47:53.000000,B,HNMCY031,C400620522,2022/03/14 14:47:53.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,21220,19480,,01,P,A,,,EFXC00000000Q95,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5435882010,SEHB3993 021,B,HNMCY031,C400620522,2022/03/14 14:47:53.000000,B,HNMCY031,C400620522,2022/03/14 14:47:53.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,21220,19480,,01,P,A,,,EFXC00000000Q95,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5482603010,SEHB3993 031,B,HNMCY031,C400620522,2022/03/14 14:47:54.000000,B,HNMCY031,C400620522,2022/03/14 14:47:54.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20100,19264,,01,P,A,,,EFXC00000000Q0X,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5439881060,SEHB3993 041,B,HNMCY031,C400620522,2022/03/14 14:47:54.000000,B,HNMCY031,C400620522,2022/03/14 14:47:54.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20570,19915,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5439881030,SEHB3993 051,B,HNMCY031,C400620522,2022/03/14 14:47:55.000000,B,HNMCY031,C400620522,2022/03/14 14:47:55.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20960,20091,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5482463010,SEHB3994 011,B,HNMCY031,C400620522,2022/03/14 14:47:55.000000,B,HNMCY031,C400620522,2022/03/14 14:47:55.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20560,19704,,01,P,A,,,EFXC0000000003H,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486844010,SEHB3994 021,B,HNMCY031,C400620522,2022/03/14 14:47:56.000000,B,HNMCY031,C400620522,2022/03/14 14:47:56.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17930,17697,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486844010,SEHB3994 031,B,HNMCY031,C400620522,2022/03/14 14:47:57.000000,B,HNMCY031,C400620522,2022/03/14 14:47:57.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17930,17697,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486964010,SEHB3994 041,B,HNMCY031,C400620522,2022/03/14 14:47:57.000000,B,HNMCY031,C400620522,2022/03/14 14:47:57.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17930,17697,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5484487010,SEHB3994 051,B,HNMCY031,C400620522,2022/03/14 14:47:58.000000,B,HNMCY031,C400620522,2022/03/14 14:47:58.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20310,19454,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486679010,SEHB3995 011,B,HNMCY031,C400620522,2022/03/14 14:47:58.000000,B,HNMCY031,C400620522,2022/03/14 14:47:58.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,18680,18438,,01,P,A,,,EFXC00000000QF5,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5487838010,SEHB3995 021,B,HNMCY031,C400620522,2022/03/14 14:47:59.000000,B,HNMCY031,C400620522,2022/03/14 14:47:59.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,18240,17603,,01,P,A,,,EFXC00000000QF5,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5485691010,SEHB3995 031,B,HNMCY031,C400620522,2022/03/14 14:47:59.000000,B,HNMCY031,C400620522,2022/03/14 14:47:59.000000,,,,,,,,,,AAD,A,2,H,1A1,D,,,,,1,19760,19115,,01,P,A,,,EFXC00000000QF5,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5441999010,SEHB3995 041,B,HNMCY031,C400620522,2022/03/14 14:48:00.000000,B,HNMCY031,C400620522,2022/03/14 14:48:00.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20510,19610,,01,P,A,,,EFXC00000000QF5,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5487838010,SEHB3995 051,B,HNMCY031,C400620522,2022/03/14 14:48:00.000000,B,HNMCY031,C400620522,2022/03/14 14:48:00.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,18240,17603,,01,P,A,,,EFXC00000000QF5,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5485837010,SEHB3996 011,B,HNMCY031,C400620522,2022/03/14 14:48:01.000000,B,HNMCY031,C400620522,2022/03/14 14:48:01.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,20170,19318,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5484487020,SEHB3996 021,B,HNMCY031,C400620522,2022/03/14 14:48:02.000000,B,HNMCY031,C400620522,2022/03/14 14:48:02.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,18570,17785,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5485296040,SEHB3996 031,B,HNMCY031,C400620522,2022/03/14 14:48:02.000000,B,HNMCY031,C400620522,2022/03/14 14:48:02.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,18360,17584,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5485857080,SEHB3996 041,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,,,,,,,,,,AAD,A,2,H,1A1,D,,,,,1,18530,17925,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5453192010,SEHB3996 051,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,,,,,,,,,,AAD,A,2,H,1A1,D,,,,,1,18550,18309,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5502749010,SEHB3996 061,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,B,HNMCY031,C400620522,2022/03/14 14:48:03.000000,,,,,,,,,,AAD,A,2,H,1A1,D,,,,,1,18310,18073,,01,P,A,,,EFXC00000000002,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5466935010,HBC079870,B,PHZFCM25,C400620522,2022/03/14 14:55:07.000000,B,PH2APM19,CallHotCoilOSProgram,2022/03/14 15:05:42.637000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,18970,18828,,01,P,H,,,EQAA00000000QXP,,,,,,,,,,,,D,SG68326 021,,,,,H,HBC079870,,,,,,,,,,S,,
01S5486961010,SEHB3997 011,B,HNMCY031,C400620522,2022/03/14 15:04:36.000000,B,HNMCY031,C400620522,2022/03/14 15:04:36.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17060,16328,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486961010,SEHB3997 021,B,HNMCY031,C400620522,2022/03/14 15:04:36.000000,B,HNMCY031,C400620522,2022/03/14 15:04:36.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486961010,SEHB3997 031,B,HNMCY031,C400620522,2022/03/14 15:04:37.000000,B,HNMCY031,C400620522,2022/03/14 15:04:37.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5423358010,QEC0549,B,PSQ6CP55,C400620522,2022/03/14 15:09:34.000000,B,PSQ6CP55,C400620522,2022/03/14 15:09:34.000000,,,,,,,,,,QYY,Q,2,Q,6F1,X,,,,,,15514,15514,,01,P,Q,,,EQCA00000000RRN,,,,,,,,,,,,H,HBC036930,,,,,Q,,,,,,,,,,,S,,
01S5441181010,HBC079820,B,PHZFCM25,C400620522,2022/03/14 14:46:22.000000,B,PHZAYM11,CallHotCoilOSProgram,2022/03/14 15:05:39.026000,,,,,,,,,,HCH,H,2,H,6F2,H,,Q,HCH,,,19300,18711,,01,P,H,,,EQAA00000000UP8,,,,,,,,,,,,D,SG68324 051,,,,,H,HBC079820,,,,,,,,,,S,,
01S5486961010,SEHB3997 041,B,HNMCY031,C400620522,2022/03/14 15:04:38.000000,B,HNMCY031,C400620522,2022/03/14 15:04:38.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486961010,SEHB3997 051,B,HNMCY031,C400620522,2022/03/14 15:04:39.000000,B,HNMCY031,C400620522,2022/03/14 15:04:39.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486961010,SEHB3998 011,B,HNMCY031,C400620522,2022/03/14 15:04:39.000000,B,HNMCY031,C400620522,2022/03/14 15:04:39.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
01S5486961010,SEHB3998 021,B,HNMCY031,C400620522,2022/03/14 15:04:40.000000,B,HNMCY031,C400620522,2022/03/14 15:04:40.000000,,,,,,,,,,AAD,A,2,H,2A1,D,,,,,1,17150,16414,,01,P,A,,,EFXC00000000028,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,S,,
