ORDER_HEAD_LINE_NO,MTL_NO,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,OS_STATUS_CD,MTL_SECTION_CD,MTL_STATUS_CD,OPER_FLAG,FAC_OP_CD_N,MAT_PRG_TP,PRD_PRG_TP,ORDER_PRG_TP_CD,BEF_OS_STATUS_CD,MTL_BEF_PROCESS_CD_N,PLATE_EA,MTL_REAL_WEIGHT,MTL_BASE_WEIGHT,MTL_COMPLETE_FLAG,GCS_COMP_CODE,WORKS_CODE,MAT_SHP_TP,RSV_METHOD_TP,RSV_DT,ASSEMBLY,SZ_DIR_FLAG,SZ_PARENT_SLAB_FLAG,PL_PRD_MASTER_CLS,DEPT_LOC_SITE_CD,DEST_SITE_CD,PLT_TE_PIC_QT_REVISE_TP,OVERROLL_CHECK_DATE,OVERROLL_RELEASE_DATE,OVROLL_PASS_YN_FLAG,OP_INDI_ERR_CAU_CD,OVEROLL_CD,MTL_PREVIOUS_NO_SECTION1,MTL_PREVIOUS_NO11,MTL_PREVIOUS_NO12,MTL_PREVIOUS_NO13,MTL_PREVIOUS_NO14,MTL_PREVIOUS_NO15,MTL_PREVIOUS_NO_SECTION2,MTL_PREVIOUS_NO21,MTL_PREVIOUS_NO22,MTL_PREVIOUS_NO23,MTL_PREVIOUS_NO24,MTL_PREVIOUS_NO25,MTL_PREVIOUS_NO26,MTL_PREVIOUS_NO27,MTL_PREVIOUS_NO28,MTL_PREVIOUS_NO29,MTL_PREVIOUS_NO30,PARTITION_KEY,CUST_DELIV_DT,PLT_PDT_ONL_ISP_RSH_IND_TP
01S5459517030,SB45313 531,B,PEEZZ613,C400620522,2022/03/14 15:17:35.000000,B,PEEZH572,CallSlabOSProgram,2022/03/14 15:18:27.595000,,,,,,,,,,DAF,D,1,C,3X1,F,,,DAF,,,26710,25049,,01,P,D,,,EFSA00000000VVB,,,,,,,,,,,,A,SBHB1041 531,,,,,,,,,,,,,,,,T,,
01S5467513020,CGC0816A,B,PM8BN112,C400620522,2022/03/14 14:44:13.000000,B,PM9BN113,CallColdCoilOSProgram,2022/03/14 14:52:00.880000,,,,,,,,,,CYY,C,2,L,255,X,,,CYY,,,11430,11430,,01,P,C,,,EHFGA00000020AZ,,,,,,,,,,,,H,HBB160640,,,,,C,CGC0816,,,,,,,,,,T,,
01S5492402030,SB45311 021,B,PEEZZ613,C400620522,2022/03/14 14:23:43.000000,B,PEYZZ622,CallSlabOSProgram,2022/03/14 15:14:41.863000,,,,,,,,,,DAH,D,2,C,2A1,J,,,DAH,,,26980,26019,,01,P,D,,,EFSE00000000Y9K,,,,PEG2160,PHB1160,,,,,,,A,SBHB0784 021,,,,,,,,,,,,,,,,T,,
01S5454021010,CBB5743BA,B,PM8SN112,C400620522,2022/03/14 14:44:38.000000,B,PMZZY265,CallColdCoilOSProgram,2022/03/14 15:08:41.554000,,,,,,,,,,CYY,C,2,L,252,X,,,CYY,,,9350,9350,,01,P,C,,,EFZC00000000Q9Y,,,,,,,,,,,,H,HBB159850,,,,,C,CBB5743B,CBB5743B,,,,,,,,,T,,
01S5459517030,SB45311 061,B,PEEZZ613,C400620522,2022/03/14 14:52:21.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:13:32.718000,,,,,,,,,,DAH,D,2,C,2A1,H,,,DAH,,,26740,25077,,01,P,D,,,EFSE00000000XX5,,,,PEG2160,PHB1160,,,,,,,A,SBHB0784 061,,,,,,,,,,,,,,,,T,,
01S5483781010,HAC065620,B,PH1APM14,C400620522,2022/03/14 15:06:38.000000,B,PH1APM14,C400620522,2022/03/14 15:06:38.000000,,,,,,,,,,HAD,H,2,H,1S1,D,,,,,,22350,19759,,01,P,H,,,EFHA00000000BWA,,,,,,,,,,,,,SB45253 571,,,,,,,,,,,,,,,,T,,
01S5459517030,SB45313 021,B,PEEZZ613,C400620522,2022/03/14 15:09:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:19:03.712000,,,,,,,,,,DAH,D,2,C,2A1,H,,,DAH,,,26740,25077,,01,P,D,,,EFSE00000000XX5,,,,PEG2160,PHB1160,,,,,,,A,SBHB1041 021,,,,,,,,,,,,,,,,T,,
01S5466250010,CBC1265B,B,PM7MN112,C400620522,2022/03/14 15:14:50.000000,B,PM7MN112,C400620522,2022/03/14 15:14:50.000000,,,,,,,,,,CYY,C,2,L,256,X,,,,,,7910,7910,,01,P,C,,,EFZA00000000RSG,,,,,,,,,,,,H,HBC013060,,,,,C,,CBC1265,,,,,,,,,T,,
01S5505228010,HBC079950,B,PHZFCM25,C400620522,2022/03/14 15:11:28.000000,B,PH2APM19,CallHotCoilOSProgram,2022/03/14 15:17:13.998000,,,,,,,,,,HCH,H,2,H,2N1,H,,U,HCH,,,21890,21540,,01,P,H,,,EFHA00000000WFC,,,,,,,,,,,,,SF53920 051,,,,,,,,,,,,,,,,T,,
01S5486294010,SB45308 021,B,PEEZZ613,C400620522,2022/03/14 15:15:56.000000,B,PEEZZ613,C400620522,2022/03/14 15:15:56.000000,,,,,,,,,,DAF,D,1,C,3X1,F,,,,,,21150,18219,,01,P,D,,,EFSA00000000W1X,,,,,,,,,,,,A,SBHB1005 021,,,,,,,,,,,,,,,,T,,
01S5452758010,PC02461302,B,PLC12009,C400620522,2022/03/14 15:01:52.000000,B,PLC12009,C400620522,2022/03/14 15:01:52.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44761 541,,,,,,,,,,,,,,,,P,,
01S5452758010,PC02461301,B,PLC12009,C400620522,2022/03/14 15:01:52.000000,B,PLC12009,C400620522,2022/03/14 15:01:52.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44761 541,,,,,,,,,,,,,,,,P,,
01S5451825060,PA86486003,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,907,907,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 051,,,,,,,,,,,,,,,,P,,
01S5462614070,PA86486001,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,1957,1957,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 051,,,,,,,,,,,,,,,,P,,
01S5462682060,PA86486004,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,B,PLA12009,C400620522,2022/03/14 15:07:17.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,523,523,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 051,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02461501,B,PLC12009,C400620522,2022/03/14 15:12:50.000000,B,PLC12009,C400620522,2022/03/14 15:12:50.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 541,,,,,,,,,,,,,,,,P,,
01S5474074130,SB45310 541,B,PEEZZ613,C400620522,2022/03/14 14:35:51.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:03:52.167000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,6723,6723,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 541,,,,,,,,,,,,,,,,P,,
01S5474074190,SB45310 541,B,PEEZZ613,C400620522,2022/03/14 14:35:51.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:03:52.223000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,8706,8706,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 541,,,,,,,,,,,,,,,,P,,
01S5339404020,SA63458 0111,B,PP104005,C400620522,2022/03/14 14:41:00.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:41:00.790000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,18680,18680,,01,P,L,,,EFSL00000000011,F,,,,,,,,,,,A,SAPB2614 0111,,,,,D,SA63458 011,,,,,,,,,,P,,
01S5462013010,PC02460701,B,PLC12009,C400620522,2022/03/14 14:27:20.000000,B,PLC12009,C400620522,2022/03/14 14:27:20.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 051,,,,,,,,,,,,,,,,P,,
01S5472766010,PA86485301,B,PLA12009,C400620522,2022/03/14 14:31:51.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:18:47.970000,,,,,,,,,,PPE,P,2,P,1P1,E,,,PLE,P1L1 ,,2320,2320,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54493 551,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02461201,B,PLC12009,C400620522,2022/03/14 14:55:40.000000,B,PLC12009,C400620522,2022/03/14 14:55:40.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44773 543,,,,,,,,,,,,,,,,P,,
01S5339404030,SA63310 5211,B,PP104005,C400620522,2022/03/14 14:38:38.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:38:38.641000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,23840,23840,,01,P,L,,,EFSL00000000010,F,,,,,,,,,,,A,SAPB2621 5211,,,,,D,SA63310 521,,,,,,,,,,P,,
01S5444494020,SB45310 542,B,PEEZZ613,C400620522,2022/03/14 14:35:52.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:03:52.655000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,7655,7655,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 542,,,,,,,,,,,,,,,,P,,
01S5444494080,SB45310 542,B,PEEZZ613,C400620522,2022/03/14 14:35:52.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:03:52.715000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,7655,7655,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 542,,,,,,,,,,,,,,,,P,,
01S5486751030,SB45312 511,B,PEEZZ613,C400620522,2022/03/14 14:54:13.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:19:05.729000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,13090,13090,,01,P,D,,,EFSE00000000U9X,,,,PEF2360,PLB1160,,,,,,,A,SBPB7693 511,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02460601,B,PLC12009,C400620522,2022/03/14 14:21:30.000000,B,PLC12009,C400620522,2022/03/14 14:21:30.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44859 021,,,,,,,,,,,,,,,,P,,
01S5472251030,SB45310 531,B,PEEZZ613,C400620522,2022/03/14 14:27:37.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:07.962000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,7188,7188,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 531,,,,,,,,,,,,,,,,P,,
01S5472251100,SB45310 531,B,PEEZZ613,C400620522,2022/03/14 14:27:37.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:08.010000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,5570,5570,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 531,,,,,,,,,,,,,,,,P,,
01S5472262100,SB45310 531,B,PEEZZ613,C400620522,2022/03/14 14:27:37.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:08.053000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,1,5570,5570,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 531,,,,,,,,,,,,,,,,P,,
01S5474091020,SB45310 532,B,PEEZZ613,C400620522,2022/03/14 14:27:38.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:03:51.781000,,,,,,,,,,DAH,D,2,C,2A1,H,,A,DAH,,2,17696,17696,,01,P,D,,,EFSE000000003B1,,,,PEF2360,PLB1160,,,,,,,A,SBPB7692 532,,,,,,,,,,,,,,,,P,,
01S5462013010,PC02460602,B,PLC12009,C400620522,2022/03/14 14:21:30.000000,B,PLC12009,C400620522,2022/03/14 14:21:30.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44859 021,,,,,,,,,,,,,,,,P,,
01S5472789030,PA86486102,B,PLA12009,C400620522,2022/03/14 15:12:18.000000,B,PLA12009,C400620522,2022/03/14 15:12:18.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,2235,2235,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 052,,,,,,,,,,,,,,,,P,,
01S5442437020,PA86486101,B,PLA12009,C400620522,2022/03/14 15:12:19.000000,B,PLA12009,C400620522,2022/03/14 15:12:19.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,2097,2097,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 052,,,,,,,,,,,,,,,,P,,
01S5473379130,PA86485901,B,PLA12009,C400620522,2022/03/14 15:02:40.000000,B,PLA12009,C400620522,2022/03/14 15:02:40.000000,,,,,,,,,,PGE,P,2,P,1G1,E,,,,,,2431,2431,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54498 011,,,,,,,,,,,,,,,,P,,
01S5461200010,PA86485302,B,PLA12009,C400620522,2022/03/14 14:31:51.000000,B,PLA4008R,CallPlateOSProgram,2022/03/14 15:19:21.091000,,,,,,,,,,PLE,P,2,P,1L1,E,,,PLE,,,1750,1750,,01,P,P,,,EFPJD0000000YBS,,,,,,,,,,,,D,SF54493 551,,,,,,,,,,,,,,,,P,,
01S5496479520,SBPB7726 011,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2780,2780,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479540,SBPB7726 011,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,4,12500,12500,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479700,SBPB7726 011,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,4011,4011,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5493854090,SBPB7726 012,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3677,3677,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479470,SBPB7726 012,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2417,2417,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479500,SBPB7726 012,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2659,2659,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479650,SBPB7726 012,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3852,3852,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5474373340,SBPB7728 031,B,HNMBY011,C400620522,2022/03/14 14:37:19.000000,B,HNMBY011,C400620522,2022/03/14 14:37:19.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,3,21435,21435,,01,P,A,,,EFSE00000000R2P,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5474373340,SBPB7728 032,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,3,21435,21435,,01,P,A,,,EFSE00000000R2P,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5458113280,SBPB7728 041,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,6866,6866,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5458113770,SBPB7728 041,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,7377,7377,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5458113780,SBPB7728 041,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,7318,7318,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5474373310,SBPB7728 042,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,3,20403,20403,,01,P,A,,,EFSE00000000R2P,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5489634020,SBPB7728 511,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,9,21789,21789,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5489634020,SBPB7728 512,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,9,21789,21789,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5480858010,SBPB7728 521,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,5,21535,21535,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5480858010,SBPB7728 522,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,5,21535,21535,,01,P,A,,,EFSE000000002N4,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5356577030,SBPB7728 531,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,B,HNMBY011,C400620522,2022/03/14 14:37:20.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2084,2084,,01,P,A,,,EFSE00000000RDW,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544570,SBPB7731 533,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2860,2860,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544580,SBPB7731 533,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2860,2860,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544590,SBPB7731 533,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2860,2860,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544600,SBPB7731 533,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2860,2860,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479150,SBPB7731 533,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,B,HNMBY011,C400620522,2022/03/14 14:37:29.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2102,2102,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5339404030,SA63309 5111,B,PP104005,C400620522,2022/03/14 14:38:04.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:38:05.008000,,,,,,,,,,DAH,L,2,C,2A1,J,,,FA1,C2Z11,1,23580,23580,,01,P,L,,,EFSL00000000010,F,,,,,,,,,,,A,SAPB2618 5111,,,,,D,SA63309 511,,,,,,,,,,P,,
01S5496479700,SBPB7726 012,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,4011,4011,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544620,SBPB7726 021,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3554,3554,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5486544770,SBPB7726 021,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3576,3576,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479450,SBPB7726 021,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2186,2186,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479510,SBPB7726 021,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2523,2523,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5496479690,SBPB7726 021,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,B,HNMBY011,C400620522,2022/03/14 14:37:14.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3649,3649,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5493854030,SBPB7726 022,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,2,4622,4622,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5493854040,SBPB7726 022,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3496,3496,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5493854050,SBPB7726 022,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,3583,3583,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5493854070,SBPB7726 022,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2869,2869,,01,P,A,,,EFSE000000002M7,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5354759040,SBPB7726 031,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,10,14130,14130,,01,P,A,,,EFSE000000003BV,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5354759040,SBPB7726 032,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,5,7065,7065,,01,P,A,,,EFSE000000003BV,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
01S5452758010,PC02460902,B,PLC12009,C400620522,2022/03/14 14:38:44.000000,B,PLC12009,C400620522,2022/03/14 14:38:44.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44761 533,,,,,,,,,,,,,,,,P,,
01S5452758010,PC02460901,B,PLC12009,C400620522,2022/03/14 14:38:44.000000,B,PLC12009,C400620522,2022/03/14 14:38:44.000000,,,,,,,,,,PGE,P,2,P,3G1,E,,,,,,4263,4263,,01,P,P,,,EFPJD00000012NN,,,,,,,,,,,,D,SB44761 533,,,,,,,,,,,,,,,,P,,
01S5496479240,SBPB7726 032,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,B,HNMBY011,C400620522,2022/03/14 14:37:15.000000,,,,,,,,,,AAC,A,2,P,2A1,C,,,,,1,2625,2625,,01,P,A,,,EFSE000000003BV,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,P,,
