MTL_NO,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,MTRL_STATUS_FLAG,MAT_STAT_CNG_DT,MTRL_COMPLETE_FLAG,MTRL_COMPLETE_DATE,MAT_SHP_TP,OPER_FLAG,FAC_OP_CD_N,MAT_PRG_TP,MTRL_PROGRESS_UPDATE_DATE,ORDER_ASSEMBLY,ASSEMBLY,GCS_COMP_CODE,WORKS_CODE,ORD_SUR_PRD_FLAG,BEF_ORD_SUR_PRD_FLAG,LINE_COUNT,PART_SUR_PRD_COUNT,TRACKING_CODE,PRE_ASSEMBLY,CR_CL_MAT_THK,CR_CL_MAT_W,CR_CL_MAT_LEN,CR_CL_MAT_WGT,CR_THK,CR_WTH,CR_LTH,WEIGHT_DECISION_CODE,CR_NET_ACTUAL_WGT,CR_NET_THEO_WGT,CR_GR_ACTUAL_WGT,CR_GR_THEO_WGT,PARENT_COIL_NO,MML_CAST_COIL_NO,STS_COIL_NO,CHARGE_NO,ANNEX_HR_CNT,SLAB_NO,HOT_COIL_NO,CR_PICK_RETE_HR_CL_STAT_TP_CD,DISOP_CAU_CD,MIX_HR_CL_SPT_LOC_CD,CR_PICK_THW_BUP_TP,CR_PICK_THW_DT,ANNEX_HR_WGT,HR_CL_SPREAD_QT,HR_CL_THK,HR_WTH,SLAB_NO2,HOT_COIL_NO2,CR_PICK_RETE_HR_CL_STAT_TP_CD2,DISOP_CAU_CD2,MIX_HR_CL_SPT_LOC_CD2,CR_PICK_THW_BUP_TP2,CR_PICK_THW_DT2,ANNEX_HR_WGT2,HR_CL_SPREAD_QT2,HR_CL_THK2,HR_WTH2,SLAB_NO3,HOT_COIL_NO3,CR_PICK_RETE_HR_CL_STAT_TP_CD3,DISOP_CAU_CD3,MIX_HR_CL_SPT_LOC_CD3,CR_PICK_THW_BUP_TP3,CR_PICK_THW_DT3,ANNEX_HR_WGT3,HR_CL_SPREAD_QT3,HR_CL_THK3,HR_WTH3,SLAB_NO4,HOT_COIL_NO4,CR_PICK_RETE_HR_CL_STAT_TP_CD4,DISOP_CAU_CD4,MIX_HR_CL_SPT_LOC_CD4,CR_PICK_THW_BUP_TP4,CR_PICK_THW_DT4,ANNEX_HR_WGT4,HR_CL_SPREAD_QT4,HR_CL_THK4,HR_WTH4,SLAB_NO5,HOT_COIL_NO5,CR_PICK_RETE_HR_CL_STAT_TP_CD5,DISOP_CAU_CD5,MIX_HR_CL_SPT_LOC_CD5,CR_PICK_THW_BUP_TP5,CR_PICK_THW_DT5,ANNEX_HR_WGT5,HR_CL_SPREAD_QT5,HR_CL_THK5,HR_WTH5,ORDER_HEAD_LINE_NO,ORDER_HEAD_LINE_NO2,ORDER_HEAD_LINE_NO3,ORDER_HEAD_LINE_NO4,ORDER_HEAD_LINE_NO5,ORDER_HEAD_LINE_NO6,BEF_ORDER_HEAD_LINE_NO,BEF_ORDER_HEAD_LINE_NO2,BEF_ORDER_HEAD_LINE_NO3,BEF_ORDER_HEAD_LINE_NO4,BEF_ORDER_HEAD_LINE_NO5,BEF_ORDER_HEAD_LINE_NO6,RSV_DT,RSV_TIM,RSV_METHOD_TP,BF_SPRD_CAU_CD,SPRD_CAU_CD,CR_CL_ESD_SPT_F,SPRD_OCR_DT,OSP_TYPE_COMPANY_FLAG_N,PRE_DEPARTMENT_CODE_N,PRE_USAGE,PRE_DEPARTMENT_CODE_N2,PRE_USAGE2,PRE_DEPARTMENT_CODE_N3,PRE_USAGE3,PRE_DEPARTMENT_CODE_N4,PRE_USAGE4,COMPONENT,COMPONENT_SUBINVENTORY_N,COMPONENT2,COMPONENT_SUBINVENTORY_N2,COMPONENT3,COMPONENT_SUBINVENTORY_N3,COMPONENT4,COMPONENT_SUBINVENTORY_N4,COMPONENT5,COMPONENT_SUBINVENTORY_N5,DUMMY_PROTECT_FLAG,MAT_WH_CD,PRD_WH_CD,CR_CUR_OP_CD,CR_CUR_OP_CD2,CR_CUR_OP_CD3,CR_CUR_OP_CD4,CLASS_CODE,TRANS_TYPE,SUBST_ITEM_ASS_FLAG,CR_SPT_F,MIX_CR_CL_LOC,CR_MIX_CL_T_WGT,ANNEX_CR_EA,ANNEX_COLD_COIL_NO,CR_MIX_RE_MAT_SPREAD_QT,ANNEX_CR_WGT,ANNEX_COLD_COIL_NO2,CR_MIX_RE_MAT_SPREAD_QT2,ANNEX_CR_WGT2,ANNEX_COLD_COIL_NO3,CR_MIX_RE_MAT_SPREAD_QT3,ANNEX_CR_WGT3,ANNEX_COLD_COIL_NO4,CR_MIX_RE_MAT_SPREAD_QT4,ANNEX_CR_WGT4,PLAN_PASS_FAC_OP_CD_N,PASS_FAC_OP_CD_N,REM_FAC_OP_CD_N,CR_MAT_PRC_QT,COIL_IN_DIA,COIL_OUT_DIA,CR_SHEET_SH_LEN,CR_PACK_SHEET_EA,CR_SHEET_UNIT_WGT,CR_SHEET_PACK_HGT,PICK_WELDING_RST_EA,PRD_WELDING_EA,PICK_TRM_TP,FN_TRM_TP,CR_CL_TOP_AV_THK,CR_CL_MID_AV_THK,CR_CL_BTM_AV_THK,CR_CL_TOP_AV_W,CR_CL_MID_AV_W,CR_CL_BTM_AV_W,CR_CL_MAX_THK,CR_CL_MI_THK,CR_CL_MAX_W,CR_CL_MI_W,EXT_SUR_JDG_GD,EXT_SHP_JDG_GD,EXT_SIZE_JDG_GD,EXT_UT_WGT_JDG_GD,EXT_TOT_JDG_GD,EXT_TOT_GD_CAU_CD,EX_A_MAST_GD_CAU_OP_TP,EXT_TOT_JDG_DT,CR_DEF_OCR_OP_CD,CR_DEF_CD,CR_DEF_AVP,CR_DEF_OCR_OCCUPA_RT,CR_DEF_OCR_FC_TP,CR_DEF_OCR_SAT_LOC,CR_DEF_OCR_OP_CD2,CR_DEF_CD2,CR_DEF_AVP2,CR_DEF_OCR_OCCUPA_RT2,CR_DEF_OCR_FC_TP2,CR_DEF_OCR_SAT_LOC2,CR_DEF_OCR_OP_CD3,CR_DEF_CD3,CR_DEF_AVP3,CR_DEF_OCR_OCCUPA_RT3,CR_DEF_OCR_FC_TP3,CR_DEF_OCR_SAT_LOC3,CR_DEF_OCR_OP_CD4,CR_DEF_CD4,CR_DEF_AVP4,CR_DEF_OCR_OCCUPA_RT4,CR_DEF_OCR_FC_TP4,CR_DEF_OCR_SAT_LOC4,CR_DEF_OCR_OP_CD5,CR_DEF_CD5,CR_DEF_AVP5,CR_DEF_OCR_OCCUPA_RT5,CR_DEF_OCR_FC_TP5,CR_DEF_OCR_SAT_LOC5,RQR_NXT_FAC_OP_CD_N,CR_SLEEVE_USE_F,CR_SPT_CNT,RST_COATING_QTY_DCS_FLAG,RST_FRT_PL_QTY,RST_BACK_PL_QTY,OIL_AC_CD,RST_TEMP_GRADE,RST_SURFACE_FINISH_CD,RST_POST_ADHE_CD_N,RST_NEST,RST_PLATING_CD,SI_STE_AN_COAT_TP,CR_MILL_CLEAN_OP_TP,CR_SP_RL_TP_TP,CR_SW_AC_F,SPCMN_NO,COLD_COIL_NO,TE_PIC_PICK_AC_SMP_CD,COLD_COIL_NO2,TE_PIC_PICK_AC_SMP_CD2,COLD_COIL_NO3,TE_PIC_PICK_AC_SMP_CD3,COLD_COIL_NO4,TE_PIC_PICK_AC_SMP_CD4,COLD_COIL_NO5,TE_PIC_PICK_AC_SMP_CD5,COLD_COIL_NO6,TE_PIC_PICK_AC_SMP_CD6,TE_PIC_SMP_LST_DT,TE_PIC_STK_LST_DT,TRS_INDI_DT,CR_TRS_NXT_OP_CD_N,TRS_END_DT,CR_ABNR_MAT_OCR_FAC_OP_CD_N,CR_ABNR_MAT_OCR_TP,AV_OCR_CAU_CD,CR_ABNOR_OCR_DATE,AV_AC_RQR_CD,AV_AC_CD,CR_ABNOR_TREAT_DATE,STRE_LOC_CD,CUR_STRE_LOC_OP_DT,CUR_STRE_LOC_CRN_X_CRD,CUR_STRE_LOC_CRN_Y_CRD,CUR_CRN_OP_TP,BEF_STRE_LOC_CD,BE_STRE_LOC_OP_DT,CR_PRG_MGT_CD,SI_STE_TE_PRD_TP,CR_CL_TE_TP,SIS_RTE_PIC_SMP_CAU_CD,SIS_RTE_PIC_SMP_INDI_CAU_CD,SIS_RTE_PIC_SMP_INDI_CAU_CD2,ORDER_TYPE_GROUP_CODE,POSCO_PROD_GRD_N,SM_STEEL_GRD_N,SIS_MAGNET_JUD_GRD,SIS_MAGNET_JUD_GRD_TOP,MSE_IR_LOSS_EA_TOP_AC_V,MSE_IR_LOSS_EB_TOP_AC_V,MSE_IR_LOSS_EC_TOP_AC_V,MSE_IR_LOSS_ED_TOP_AC_V,MSE_IR_LOSS_EE_TOP_AC_V,MSE_IR_LOSS_EK_TOP_AC_V,MAG_FLUX_TE_B1_TOP_AC_V,MAG_FLUX_TE_B2_TOP_AC_V,MAG_FLUX_TE_B5_TOP_AC_V,MAG_FLUX_TE_B8_TOP_AC_V,SIS_MAGNET_JUD_GRD_BOTTOM,MSE_IR_LOSS_EA_BTM_AC_V,MSE_IR_LOSS_EB_BTM_AC_V,MSE_IR_LOSS_EC_BTM_AC_V,MSE_IR_LOSS_ED_BTM_AC_V,MSE_IR_LOSS_EE_BTM_AC_V,MSE_IR_LOSS_EK_BTM_AC_V,MAG_FLUX_TE_B1_BTM_AC_V,MAG_FLUX_TE_B2_BTM_AC_V,MAG_FLUX_TE_B5_BTM_AC_V,MAG_FLUX_TE_B8_BTM_AC_V,ASUR_WAT_LS_TE_CON,ASUR_WAT_LS_AC_MAX_V,ASUR_MAG_FLUX_DEN_CON,ASUR_MAG_FLUX_DEN_MI_V,HAPL_ANN_OPER_RST_FLAG,URGENCY_MATERIAL_FLAG,SIS_MAG_TE_SUC_FLAG,MAT_AC_ENTRY_ORI_DT,PRD_WH_ENT_DT,ORDER_TYPE,SPECIFICATION_CD_N,CFIRM_PASS_OP_CD,HR_MFG_STD_NO_N,CR_MFG_STD_NO_N,SIS_MFG_STD_NO_N,STS_DEF_CD,STS_DEF_CD2,STS_SUR_AVP,STS_GUARANTEE_SURFACE_FLAG,TRS_FAC_OP_CD_N,CR_WLD_PT_DISPLAY_METHOD,CR_SP_RL_EXECU_F,OVEROLL_CD,OVEROLL_CD2,OVEROLL_CD3,OVEROLL_CD4,OVEROLL_CD5,OVEROLL_CD6,OVERROLL_RELEASE_DATE,OVERROLL_CHECK_DATE,OVROLL_PASS_YN_FLAG,OP_INDI_ERR_CAU_CD,ORDER_THICK,ORDER_WIDTH,ORDER_USAGE_CD_N,STEEL_GRD_GROUP,PACKING_TYPE,STS_ST_CLS_TP,PRODUCT_DUE_DATE,RET_DT,RET_CAU_CD,ABNR_MAT_CARD_BUILD_F,CR_OP_AC_TP,SALES_ACTUAL_ITEM_CD,PRD_GRD,PRD_TOTAL_JUD_RST_FLAG,PRD_CONS_TOT_JDG_RST_TP,PRD_MAT_TOT_JDG_RST_TP,PRD_TOT_JUD_DT,TE_PIC_LOT_COMP_ABNR_MAT_AC_TP,TE_PIC_LOT_COMP_ABNR_MAT_AC_DT,MUL_ORD_CNT,CR_SLIT_NO,PO_NUMBER,PART_SUR_PRD_DIR_CD,MTRL_PLAN_WGT,SPREAD_RSV_QT,HR_YP_AIM,HR_YP_AIM2,HR_YP_AIM3,HR_YP_AIM4,HR_YP_AIM5,CR_CONVEYOR_CL_STAT_TP,CR_CONVEYOR_CL_STAT_TP2,CR_CONVEYOR_CL_STAT_TP3,CR_CONVEYOR_CL_STAT_TP4,CR_CONVEYOR_CL_STAT_TP5,CR_CONVEYOR_CL_STAT_TP6,CR_PICK_WLD_PT_MRK_METHOD,STS_FLATD_SVY_V,CR_REE_TURN_OV_AC_F,REPRC_CAU_CD,REPRC_CAU_FAC_OP_CD_N,CR_REPRC_DEST_MAT_TP,CR_TRSLATE_MAST_YIELD,SI_STE_CCLT_JUD_RST_TP,OP_DN_DT,PRD_FAC_CD_N,STE_DOMAIN_MAG_JUD_GRD,MSE_IR_LOSS_SB_AC_V,MSE_IR_LOSS_SC_AC_V,MSE_IR_LOSS_SD_AC_V,MSE_IR_LOSS_SE_AC_V,MSE_IR_LOSS_SB_TOP_AC_V,MSE_IR_LOSS_SC_TOP_AC_V,MSE_IR_LOSS_SD_TOP_AC_V,MSE_IR_LOSS_SE_TOP_AC_V,MSE_IR_LOSS_SB_BTM_AC_V,MSE_IR_LOSS_SC_BTM_AC_V,MSE_IR_LOSS_SD_BTM_AC_V,MSE_IR_LOSS_SE_BTM_AC_V,MAG_FLUX_TE_SB1_AC_V,MAG_FLUX_TE_SB8_AC_V,MAG_FLUX_TE_SB1_TOP_AC_V,MAG_FLUX_TE_SB8_TOP_AC_V,MAG_FLUX_TE_SB1_BTM_AC_V,MAG_FLUX_TE_SB8_BTM_AC_V,SI_STE_DOMAIN_JUDGE_GRD,STE_DOMAIN_BTM_MAG_JUD_GRD,STE_DOMAIN_TOP_MAG_JUD_GRD,BE_FAC_OP_CD_N,OP_INDI_DT,SUBST_ITEM_ASS_DATE,TOP_ORDER_HEAD_LINE_NO,MULTI_ORDER_CUT_PROS_CD,DEPT_LOC_SITE_CD,DEPT_YD_PNT_CD,PUR_COIL_NO,RTN_TP,SIS_COAT_ADHESION_RST,RSV_TM_FAC_CD_N,CR_AN_STS_MAT_TARG_LINE_SPD,QA_TRK_ACT_CODE,QA_TRK_ACT_CODE2,QA_TRK_ACT_CODE3,SI_STE_HCL_EX_A_INSP,CCOL_TE_PIC_PICK_AC_TP,PUR_COUNTRY_CD,SI_STE_CCLT_THK_JUD_RST_TP,ON_LINE_COATING_WEIGHT_PAN,CR_TE_PIC_NO_SPT_F,COAT_TE_CUT_OFF_TOP_UP_AC,COAT_TE_CUT_OFF_TOP_LW_AC,COAT_TE_CUT_OFF_BTM_UP_AC,COAT_TE_CUT_OFF_BTM_LW_AC,SIS_COAT_TE_H_AVG_COFF_AC,SIS_COAT_TE_T_AVG_COFF_AC,SIS_MAT_TE_RST_CD,CR_DEF_OCR_OP_CD6,CR_DEF_CD6,CR_DEF_AVP6,CR_DEF_OCR_OCCUPA_RT6,CR_DEF_OCR_FC_TP6,CR_DEF_OCR_SAT_LOC6,YD_TDZK_CNG_CNDA_TP,ES_OOD_OP_RST_TP,CR_ST_AUTO_WTH_ADEQ_USG_TP,CR_ST_AUTO_WTH_ADEQ_USG_LEN,SPPC_A_MAT_JDG_BAS_SFTB_F,QA_TRK_CODE1,QA_TRK_ACT_CODE11,QA_TRK_ACT_CODE12,QA_TRK_ACT_CODE13,SPPC_AV_SP_SH_IND_ST_LOC1,SPPC_AV_SP_SH_IND_EN_LOC1,SPPC_AV_SP_SH_A_ST_LOC1,SPPC_AV_SP_SH_A_EN_LOC1,QA_TRK_CODE2,QA_TRK_ACT_CODE21,QA_TRK_ACT_CODE22,QA_TRK_ACT_CODE23,SPPC_AV_SP_SH_IND_ST_LOC2,SPPC_AV_SP_SH_IND_EN_LOC2,SPPC_AV_SP_SH_A_ST_LOC2,SPPC_AV_SP_SH_A_EN_LOC2,QA_TRK_CODE3,QA_TRK_ACT_CODE31,QA_TRK_ACT_CODE32,QA_TRK_ACT_CODE33,SPPC_AV_SP_SH_IND_ST_LOC3,SPPC_AV_SP_SH_IND_EN_LOC3,SPPC_AV_SP_SH_A_ST_LOC3,SPPC_AV_SP_SH_A_EN_LOC3,CR_DOO_TM_NPC_F,YD_COIL_HEAP_LOT_CD,CR_CAL_MDC_MAT_CHC_F,MFST_EXECU_F,CR_SAVE_FLAG,OPP_ORD_OC_RSN_TP,OPP_APR_OC_BAD_HPN_ID,PRD_AC_REPRC_TIM1,ES_FN_DPCT_SCRP_WGT,ES_DOO_SD_TRM_LOC,ES_DOO_PRD_POSB_COIL_WTH,CR_OT_TOP_SCR_LEN,ES_FN_THK_TR_HR,ES_FN_THK_VAR_HR,ITEM_TYPE_FLAG,ORD_PDT_ITP_CD_N,ORD_PDT_ITDS_CD_N,F_ITP_CD_N,F_ITDS_CD_N,IND_ATIM_ITDS_CD_N,MAT_ATIM_ITDS_CD_N,MAT_ATIM_ITDS_CD_N2,MAT_ATIM_ITDS_CD_N3,MAT_ATIM_ITDS_CD_N4,MAT_ATIM_ITDS_CD_N5,PRD_ATIM_ITDS_CD_N,HR_MSTD_ITP_CD,CR_MSTD_ITP_CD,ES_MSTD_ITP_CD,CAI_MT_CLT_DEST_F,CAI_HPN_CAU_TP,CR_CLR_SPZB_CTZF_JOB_TIM,CR_CLR_SPZB_PDT_CJC_FILM_TP,CR_CLR_SPZB_EXA_MAST_ISP_GRD,CR_CLR_SPZB_EXA_SUR_ISP_AVP,CR_CLR_SPZB_EXA_SIZE_ISP_AVP,CR_CLR_SPZB_EXA_SHP_ISP_AVP,CR_CLR_SPZB_UP_ORD_COR_TP,CR_CLR_SPZB_BS_ORD_COR_TP,CR_CLR_SPZB_PDT_SHP_TP,CR_CLR_SPZB_PDT_CJC_FILM_USG_F,CR_CLR_SPZB_PDT_CJC_FILM_WTH,CR_MAT_JDG_RST_TP,CR_MAT_JDG_DT,ES_DRD_JOB_IND_F,SIS_STE_DOMAIN_WORK_FLAG,ES_DRD_AC_JOB_PRC_F,CR_RCL_MAT_ADH_PAK_EXCT_F,ROUTING_NO,ERP_B_OPZM_CD,ERP_B_OPZM_CD2,ERP_B_OPZM_CD3,ERP_B_OPZM_CD4,OPERATION_CODE1,OPERATION_CODE2,OPERATION_CODE3,OPERATION_CODE4,OPERATION_CODE5,OPERATION_CODE6,OPERATION_CODE7,OPERATION_CODE8,OPERATION_CODE9,ASSEMBLY_SUBINVENTORY_N,OPERATION_CODE,CR_MAT_UP_OIL_QT,CR_MAT_UND_SIDE_OIL_QT,CR_PLT_PDT_UP_BS_MI_OLQT_HRT,CR_PLT_PDT_OLN_OLQT_MSR_A_TP,CR_PLT_PDT_OLN_OLQT_JRST_TP,PDT_DEF_HPN_LOC_CUS_OFFE_F,TSL_YP_RST,TSL_TS_RST,TSL_EL_RST,PUR_MAT_SPCD_N,MAT_VNDR_CD,MAT_VNDR_NM,PUR_MAT_CHAR_NO,PUR_MAT_SUBS_CHAR_NO,PUR_MAT_ORD_HD_LN_NO,PUR_MAT_BUYR_SHPT_DAY,SHIP_CD,VESSEL_NAME,SAILED_DATE,CUSTOMER_NUMBER,CUSTOMER_NAME,END_USER_NUMBER,END_USER_NAME,BILL_TO_CODE,PUR_MAT_ORD_ITDS_CD_N,PUR_MTRL_REG_STATUS_FLAG,PDT_DVR_B_APR_F,INSPOR_OPINION_CD,PUR_STOCK_DATE,CR_SHEET_PACK_HGT_N,TUTA_MAT_PRC_TP,MAT_NEW_OP_PS_F,CUS_UWGT_PSM_RCPT_F,ES_FN_WDIR_THK_VAR,MAT_TSP_SMP_A_SPG_CD,MAT_TSP_SMP_A_SPG_CD2,MAT_TSP_SMP_A_SPG_CD3,MAT_TSP_SMP_A_SPG_CD4,MAT_TSP_SMP_A_SPG_CD5,MAT_TSP_SMP_A_SPG_CD6,PRD_EUC_PRC_DIM,CRST_PRD_CNTR_TP,CR_SHAPE_CLS_WS1_STEEP_AC,CR_SHAPE_CLS_WS2_STEEP_AC,CR_SHAPE_CLS_CEN_STEEP_AC,CR_SHAPE_CLS_DS2_STEEP_AC,CR_SHAPE_CLS_DS1_STEEP_AC,CR_CL_TOP_OG_LEN,CR_CL_BTM_OG_LEN
CAC2243,B,PM9CN110,AddColdCoilTable,2022/03/13 23:52:55.591000,B,PMZFM203,ModifyColdCoilTable,2022/03/14 01:36:56.315000,,,,,,,,,,2,2022/03/13 23:52:52,,,C,L,1P2,D,2022/03/14 01:36:53,EFBC00000000QD8,EFFA000000012S9,01,P,1,1,1,0,L1P2D0,,0.369,858,7478,18520,0.369,858,7478,NA,18520,18585,18562,18627,CAC2243,,,SB44849,1,SB44849 011,HAC039690,,,,,,18730,18730,2.8,858,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,01S5486847040,,,,,,,,,,,,,,,,,,2022/03/14 01:36:53,,,,,,,,,,EFFA000000012S9,P36A2,EFFA000000012S9,,,,,,,,,,,,,,,,A1,,,,18520,1,CAC2243,0,18520,,0,0,,0,0,,0,0,1L11P1153,1L1,1P2153,18730,20,1944,0,0,2,,0,,M,,0.369,0.369,0.369,858,858,858,0.369,0.369,858,858,1,1,1,1,1,,,2022/03/13 23:52:53,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,Y,,,,,XX,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAC2284,B,PM9CN110,AddColdCoilTable,2022/03/14 04:28:06.940000,B,PMZZY265,ModifyColdCoilTable,2022/03/14 05:36:02.470000,,,,,,,,,,2,2022/03/14 04:28:04,,,C,L,1P2,D,2022/03/14 04:28:04,EFFA000000013GS,EFFA000000013GS,01,P,1,1,1,0,L1P2D0,,2.8,760,965,16540,0.308,760,8912,NA,16230,16376,16269,16415,CAC2284,,,SB44242,1,SB44242 561,HAC024490,,,,,,16540,16540,2.8,760,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,01S5478450010,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFHA00000001BVU,P34A3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,1L11P1153,1L1,1P2153,16540,20,1949,,,,,0,,M,,0.308,0.308,0.308,760,760,760,0.308,0.308,760,760,1,1,1,1,1,,,2022/03/14 04:28:04,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,Y,,,,,XX,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAC2254,B,PM9CN110,AddColdCoilTable,2022/03/14 00:56:41.720000,B,PMZFM203,ModifyColdCoilTable,2022/03/14 01:36:09.539000,,,,,,,,,,2,2022/03/14 00:56:39,,,C,L,1P2,D,2022/03/14 01:36:05,EFBC00000000QD8,EFFA000000012S9,01,P,1,1,1,0,L1P2D0,,0.369,820,7468,17650,0.369,820,7468,NA,17650,17738,17692,17780,CAC2254,,,SB44846,1,SB44846 551,HAC039830,,,,,,17950,17950,2.8,820,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,01S5486847030,,,,,,,,,,,,,,,,,,2022/03/14 01:36:05,,,,,,,,,,EFFA000000012S9,P36A2,EFFA000000012S9,,,,,,,,,,,,,,,,A1,,,,17650,1,CAC2254,0,17650,,0,0,,0,0,,0,0,1L11P1153,1L1,1P2153,17950,20,1951,0,0,2,,0,,M,,0.369,0.369,0.369,820,820,820,0.369,0.369,820,820,1,1,1,1,1,,,2022/03/14 00:56:39,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,Y,,,,,XX,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAC2270,B,PM9CN110,AddColdCoilTable,2022/03/14 02:50:03.204000,B,PMZZC205,ModifyColdCoilTable,2022/03/14 04:39:34.252000,,,,,,,,,,2,2022/03/14 02:50:00,,,C,L,1P2,D,2022/03/14 02:50:00,EFFA000000012S8,EFFA000000012S8,01,P,1,1,1,0,L1P2D0,,2.8,787,887,15740,0.359,787,7016,NA,15490,15561,15529,15600,CAC2270,,,SB44843,1,SB44843 071,HAC039930,,,,,,15740,15740,2.8,787,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,,,,,,,,0,,0,0,01S5473600010,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFHA00000001AYK,P35A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,1L11P1153,1L1,1P2153,15740,20,1872,,,,,0,,M,,0.359,0.359,0.359,787,787,787,0.359,0.359,787,787,1,1,1,1,1,,,2022/03/14 02:50:00,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,Y,,,,,XX,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
