ORDER_HEAD_LINE_NO,OS_STATUS_CD,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,OS_PROCESS_STATUS,OS_PROCESS_WGT,GCS_COMP_CODE,PARTITION_KEY
01S5502098010,WBE,B,PGZ31007,C400620527,2022/03/14 15:05:34.000000,B,PGZ31007,C400628508,2022/03/14 15:10:50.543000,,,,,,,,,,2,10055,01,W
01S5497997010,VCD,B,M2604P43,C400620527,2022/03/14 14:23:48.000000,B,M2604P43,CallBilletOSProgram,2022/03/14 14:23:53.954000,,,,,,,,,,2,24129,01,W
01S5499284010,VCD,B,M2604P43,C400620527,2022/03/14 14:23:49.000000,B,M2604P43,CallBilletOSProgram,2022/03/14 14:24:54.057000,,,,,,,,,,2,10073,01,W
01S5489427010,WBE,B,PGZ31007,C400620527,2022/03/14 14:30:51.000000,B,PGZ31007,C400628508,2022/03/14 15:22:21.555000,,,,,,,,,,2,94517,01,W
01S5502904010,VCD,B,HNMDD042,C400620527,2022/03/14 14:37:11.000000,B,PGZ71004,CallBilletOSProgram,2022/03/14 14:37:41.347000,,,,,,,,,,2,4050,01,W
01S5458789070,VCE,B,PGE71001,C400620527,2022/03/14 14:34:14.000000,B,PGE71001,CallBilletOSProgram,2022/03/14 14:34:25.698000,,,,,,,,,,2,91291,01,W
01S5479690010,FBM,B,PP101002,C400620527,2022/03/14 14:35:01.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:35:02.251000,,,,,,,,,,2,3927,01,W
01S5481227010,FBJ,B,PP152101,C400620527,2022/03/14 14:41:11.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:45:57.282000,,,,,,,,,,2,823190,01,W
01S5480014010,FBM,B,PP101002,C400620527,2022/03/14 14:42:15.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:13.758000,,,,,,,,,,2,13879,01,W
01S5480088010,FCY,B,H6C40104,C400620527,2022/03/14 15:07:33.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:14.157000,,,,,,,,,,2,27895,01,W
01S5484825010,FCY,B,H6C40104,C400620527,2022/03/14 15:15:44.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:17:11.002000,,,,,,,,,,2,2001,01,W
01S5492473010,FBJ,B,PP152101,C400620527,2022/03/14 14:47:12.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:48:07.433000,,,,,,,,,,2,151191,01,W
01S5484599020,VCE,B,PGE71001,C400620527,2022/03/14 14:42:00.000000,B,PGE71001,CallBilletOSProgram,2022/03/14 14:42:12.095000,,,,,,,,,,2,99924,01,W
01S5481218010,FBJ,B,PP152101,C400620527,2022/03/14 14:44:52.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:45:53.294000,,,,,,,,,,2,243767,01,W
01S5497993010,VCD,B,M2604P43,C400620527,2022/03/14 14:24:34.000000,B,M2604P43,CallBilletOSProgram,2022/03/14 14:24:56.892000,,,,,,,,,,2,20079,01,W
01S5502051010,FBM,B,PP101002,C400620527,2022/03/14 14:38:18.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:38:21.389000,,,,,,,,,,2,11866,01,W
01S5488164010,WYY,B,PGD31005,C400620527,2022/03/14 14:38:26.000000,B,PP104001,CallProductOSProgram,2022/03/14 14:38:28.972000,,,,,,,,,,2,0,01,W
01S5481263010,FBJ,B,PP152101,C400620527,2022/03/14 14:40:59.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:44:19.997000,,,,,,,,,,2,93295,01,W
01S5480038010,FBM,B,PP101002,C400620527,2022/03/14 14:42:17.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:42:17.872000,,,,,,,,,,2,3874,01,W
01S5482061010,FBM,B,PP101002,C400620527,2022/03/14 15:01:37.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:13.579000,,,,,,,,,,2,9846,01,W
01S5487000010,FA1,B,PP104001,C400620527,2022/03/14 15:05:53.000000,B,PP145102,CallProductOSProgram,2022/03/14 15:13:25.454000,,,,,,,,,,2,0,01,W
01S5480025010,FBM,B,PP101002,C400620527,2022/03/14 14:42:16.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:01:41.917000,,,,,,,,,,2,9842,01,W
01S5458868040,FCY,B,HNMDP005,C400620527,2022/03/14 14:32:19.000000,B,HNMDP005_01,C400628522,2022/03/14 14:32:31.331000,,,,,,,,,,2,52878,01,W
01S5514503010,FAB,B,HNMDP005,C400620527,2022/03/14 14:32:19.000000,B,PP142102,CallProductOSProgram,2022/03/14 14:34:43.030000,,,,,,,,,,2,0,01,W
01S5514500010,FAB,B,HNMDP005,C400620527,2022/03/14 14:32:19.000000,B,PP142102,CallProductOSProgram,2022/03/14 14:34:43.770000,,,,,,,,,,2,0,01,W
01S5514503010,FBE,B,PP142102,C400620527,2022/03/14 14:33:36.000000,B,PP142102,CallProductOSProgram,2022/03/14 14:34:43.036000,,,,,,,,,,2,52878,01,W
01S5499234010,VCD,B,M2604P43,C400620527,2022/03/14 14:23:24.000000,B,M2604P43,CallBilletOSProgram,2022/03/14 14:24:56.174000,,,,,,,,,,2,20058,01,W
01S5479987010,FBM,B,PP101002,C400620527,2022/03/14 15:01:38.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:16.221000,,,,,,,,,,2,5902,01,W
01S5479989010,FBM,B,PP101002,C400620527,2022/03/14 15:01:39.000000,B,PP101002,C400620527,2022/03/14 15:01:39.000000,,,,,,,,,,2,1994,01,W
01S5479503010,FA1,B,PP104001,C400620527,2022/03/14 14:32:50.000000,B,PP104001,CallProductOSProgram,2022/03/14 15:22:25.521000,,,,,,,,,,2,31600,01,W
01S5479938010,FBM,B,PP101002,C400620527,2022/03/14 14:42:14.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:14.897000,,,,,,,,,,2,17826,01,W
01S5479937010,FBM,B,PP101002,C400620527,2022/03/14 14:42:15.000000,B,PP101002,C400620527,2022/03/14 14:42:15.000000,,,,,,,,,,2,1978,01,W
01S5479955010,FBM,B,PP101002,C400620527,2022/03/14 14:42:16.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:01:38.016000,,,,,,,,,,2,3913,01,W
01S5487000010,WYY,B,PGD31005,C400620527,2022/03/14 14:51:58.000000,B,PGD31005,C400628508,2022/03/14 15:22:37.620000,,,,,,,,,,2,41697,01,W
01S5496200010,FBM,B,PP101002,C400620527,2022/03/14 14:59:54.000000,B,PP140500,CallProductOSProgram,2022/03/14 15:21:03.907000,,,,,,,,,,2,26659,01,W
01S5481742010,WYY,B,PGC31005,C400620527,2022/03/14 15:03:08.000000,B,PGC31005,C400628508,2022/03/14 15:05:28.377000,,,,,,,,,,2,7744,01,W
01S5478499010,FBM,B,PP101002,C400620527,2022/03/14 15:04:27.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:04:31.193000,,,,,,,,,,2,9819,01,W
01S5502023010,FBM,B,PP101002,C400620527,2022/03/14 15:04:29.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:04:30.524000,,,,,,,,,,2,9658,01,W
01S5487000010,FBE,B,PP145102,C400620527,2022/03/14 15:05:55.000000,B,PP106002,CallProductOSProgram,2022/03/14 15:14:48.627000,,,,,,,,,,2,23777,01,W
01S5498811010,WBE,B,PGZ31007,C400620527,2022/03/14 15:10:54.000000,B,PGZ31007,C400628508,2022/03/14 15:12:31.568000,,,,,,,,,,2,4070,01,W
01S5456296010,FCY,B,H6C40104,C400620527,2022/03/14 15:12:26.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:14:24.587000,,,,,,,,,,2,19182,01,W
01S5480126010,FCY,B,H6C40104,C400620527,2022/03/14 15:12:26.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:14:23.710000,,,,,,,,,,2,1967,01,W
01S5455689010,FCY,B,H6C40104,C400620527,2022/03/14 15:12:32.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:14:25.491000,,,,,,,,,,2,15881,01,W
01S5514500010,FBE,B,PP142102,C400620527,2022/03/14 14:33:38.000000,B,PP142102,CallProductOSProgram,2022/03/14 14:34:43.775000,,,,,,,,,,2,113675,01,W
01S5488164010,FA1,B,PP104001,C400620527,2022/03/14 14:38:28.000000,B,PP104001,CallProductOSProgram,2022/03/14 14:38:28.976000,,,,,,,,,,2,3313,01,W
01S5479179010,FBM,B,PP101002,C400620527,2022/03/14 14:48:50.000000,B,PP140500,CallProductOSProgram,2022/03/14 14:57:08.372000,,,,,,,,,,2,27752,01,W
01S5502834010,FBF,B,H6C40101,C400620527,2022/03/14 14:41:06.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:51:21.312000,,,,,,,,,,2,0,01,W
01S5488630010,FBM,B,PP101002,C400620527,2022/03/14 14:41:08.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:41:13.745000,,,,,,,,,,2,26594,01,W
01S5501954010,FBM,B,PP101002,C400620527,2022/03/14 14:41:19.000000,B,PP140500,CallProductOSProgram,2022/03/14 14:58:53.244000,,,,,,,,,,2,27952,01,W
01S5469113010,WBE,B,PGZ31007,C400620527,2022/03/14 15:16:48.000000,B,PGZ31007,C400628508,2022/03/14 15:22:15.830000,,,,,,,,,,2,8044,01,W
01S5489427010,WYY,B,PGF31005,C400620527,2022/03/14 15:17:32.000000,B,PGF31005,C400628508,2022/03/14 15:21:54.525000,,,,,,,,,,2,10007,01,W
01S5488204010,WYY,B,PGC31005,C400620527,2022/03/14 14:23:55.000000,B,PGC31005,C400628508,2022/03/14 14:26:32.299000,,,,,,,,,,2,9796,01,W
01S5487260010,WYY,B,PGC31005,C400620527,2022/03/14 14:34:39.000000,B,PGC31005,C400628508,2022/03/14 14:40:32.670000,,,,,,,,,,2,9745,01,W
01S5481741010,WYY,B,PGC31005,C400620527,2022/03/14 14:46:54.000000,B,PGC31005,C400628508,2022/03/14 15:02:29.946000,,,,,,,,,,2,19172,01,W
01S5487248010,WBE,B,PGZ31007,C400620527,2022/03/14 15:12:35.000000,B,PGZ31007,C400628508,2022/03/14 15:22:35.185000,,,,,,,,,,2,25952,01,W
01S5502834010,FBJ,B,PP152101,C400620527,2022/03/14 14:51:19.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:51:21.317000,,,,,,,,,,2,7927,01,W
01S5480042010,FBM,B,PP101002,C400620527,2022/03/14 15:01:40.000000,B,PP101002,C400620527,2022/03/14 15:01:40.000000,,,,,,,,,,2,1939,01,W
01S5480088010,FBM,B,PP101002,C400620527,2022/03/14 15:05:52.000000,B,H6C40104_01,CallProductOSProgram,2022/03/14 15:07:41.592000,,,,,,,,,,2,0,01,W
01S5481816010,FBJ,B,PP152101,C400620527,2022/03/14 15:11:42.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:13:01.929000,,,,,,,,,,2,305583,01,W
01S5456108010,FCY,B,H6C40104,C400620527,2022/03/14 15:12:27.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:14:24.260000,,,,,,,,,,2,5919,01,W
01S5504844010,FCY,B,H6C40104,C400620527,2022/03/14 14:40:12.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:41:11.615000,,,,,,,,,,2,7915,01,W
01S5466387010,FCY,B,H6C40104,C400620527,2022/03/14 14:48:40.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:50:18.672000,,,,,,,,,,2,28026,01,W
01S5479956010,FBM,B,PP101002,C400620527,2022/03/14 15:22:14.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:14.522000,,,,,,,,,,2,3897,01,W
01S5479974010,FBM,B,PP101002,C400620527,2022/03/14 15:22:15.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:22:15.553000,,,,,,,,,,2,3950,01,W
01S5479944010,FBM,B,PP101002,C400620527,2022/03/14 15:22:15.000000,B,PP101002,C400620527,2022/03/14 15:22:15.000000,,,,,,,,,,2,1956,01,W
01S5471031010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:40.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:40.000000,,,,,,,,,,2,29549,01,T
01S5479885060,FBJ,B,PP152101,C400620527,2022/03/14 15:12:47.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:48.171000,,,,,,,,,,2,46630,01,T
01S5453341010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:49.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:49.000000,,,,,,,,,,2,27969,01,T
01S5471069010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:08.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:13:09.872000,,,,,,,,,,2,45991,01,T
01S5453875010,FBJ,B,PP152101,C400620527,2022/03/14 14:50:38.000000,B,PP152101,CallProductOSProgram,2022/03/14 14:50:53.116000,,,,,,,,,,2,225940,01,T
01S5487504010,FCY,B,H6C40104,C400620527,2022/03/14 14:53:26.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:56:08.758000,,,,,,,,,,2,24740,01,T
01S5487604010,HCH,B,PHZFCM25,C400620527,2022/03/14 14:58:08.000000,B,PHZFCM26,CallHotCoilOSProgram,2022/03/14 15:02:45.546000,,,,,,,,,,2,0,01,T
01S5443281010,FBJ,B,PP152101,C400620527,2022/03/14 15:20:14.000000,B,PP152101,C400620527,2022/03/14 15:20:14.000000,,,,,,,,,,2,12530,01,T
01S5513362010,FBJ,B,PP152101,C400620527,2022/03/14 15:18:43.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:20:49.015000,,,,,,,,,,2,234060,01,T
01S5495973060,FBJ,B,PP152101,C400620527,2022/03/14 15:17:31.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:17:38.021000,,,,,,,,,,2,12370,01,T
01S5513482010,FBJ,B,PP152101,C400620527,2022/03/14 15:18:55.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:21:01.856000,,,,,,,,,,2,166360,01,T
01S5513490010,FBJ,B,PP152101,C400620527,2022/03/14 15:19:44.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:20:49.352000,,,,,,,,,,2,19580,01,T
01S5492268010,CYY,B,PM9CN110,C400620527,2022/03/14 15:20:57.000000,B,PM9CN110,CallColdCoilOSProgram,2022/03/14 15:20:58.657000,,,,,,,,,,2,27370,01,T
01S5483781010,HAD,B,PH1APM14,C400620527,2022/03/14 14:34:22.000000,B,PHZZYM12,CallHotCoilOSProgram,2022/03/14 15:20:37.863000,,,,,,,,,,2,158141,01,T
01S5467436010,CHH,B,PM6FN112,C400620527,2022/03/14 14:38:42.000000,B,PM8FN113,CallColdCoilOSProgram,2022/03/14 15:08:13.243000,,,,,,,,,,2,117697,01,T
01S5479908010,FBJ,B,PP152101,C400620527,2022/03/14 14:40:09.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:52.672000,,,,,,,,,,2,55110,01,T
01S5466334010,HEE,B,PHZZMM02,C400620527,2022/03/14 14:46:52.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 14:59:35.470000,,,,,,,,,,2,58182,01,T
01S5465323010,CYY,B,PM9CN110,C400620527,2022/03/14 14:52:54.000000,B,PM9CN110,CallColdCoilOSProgram,2022/03/14 15:16:05.531000,,,,,,,,,,2,139000,01,T
01S5468550010,FBL,B,PP101002,C400620527,2022/03/14 14:59:46.000000,B,PP101002,C400620527,2022/03/14 14:59:46.000000,,,,,,,,,,2,18000,01,T
01S5425022010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:43.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:43.000000,,,,,,,,,,2,27390,01,T
01S5454163010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:43.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:43.000000,,,,,,,,,,2,26386,01,T
01S5471073010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:01.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:13:02.484000,,,,,,,,,,2,69144,01,T
01S5471061010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:21.000000,B,PHZZMM02,C400620527,2022/03/14 15:13:21.000000,,,,,,,,,,2,17232,01,T
01S5473400010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:29.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:13:32.334000,,,,,,,,,,2,26872,01,T
01S5473402010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:30.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:13:32.551000,,,,,,,,,,2,26824,01,T
01S5467789010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:33.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:13:35.071000,,,,,,,,,,2,29871,01,T
01S5393712010,FBM,B,HNMGP022,C400620527,2022/03/14 15:13:38.000000,B,HNMGP022,C400620527,2022/03/14 15:13:38.000000,,,,,,,,,,2,9160,01,T
01S5451727010,FBJ,B,PP152101,C400620527,2022/03/14 15:20:09.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:20:14.552000,,,,,,,,,,2,72700,01,T
01S5453449030,FBM,B,PP101002,C400620527,2022/03/14 15:21:55.000000,B,PP101002,C400620527,2022/03/14 15:21:55.000000,,,,,,,,,,2,11560,01,T
01S5486176010,CEE,B,PMZNC201,C400620527,2022/03/14 15:06:46.000000,B,PMZSM203,CallColdCoilOSProgram,2022/03/14 15:10:49.751000,,,,,,,,,,2,0,01,T
01S5468557010,CHH,B,P0200230,C400620527,2022/03/14 15:11:38.000000,B,P0200190,CallColdCoilOSProgram,2022/03/14 15:14:13.936000,,,,,,,,,,2,0,01,T
01S5439465050,FBM,B,ZP108110,C400620527,2022/03/14 14:23:58.000000,B,ZP108110,CallProductOSProgram,2022/03/14 15:19:37.815000,,,,,,,,,,2,44480,01,T
01S5479574040,FA1,B,PP104001,C400620527,2022/03/14 14:27:38.000000,B,PP104001,CallProductOSProgram,2022/03/14 14:33:23.635000,,,,,,,,,,2,24620,01,T
01S5454543010,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:10.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:13.785000,,,,,,,,,,2,554683,01,T
01S5474936020,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:13.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:17.825000,,,,,,,,,,2,119584,01,T
01S5474936130,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:13.000000,B,HNMBY005,C400620527,2022/03/14 14:36:13.000000,,,,,,,,,,2,24498,01,T
01S5474936040,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:14.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:14.609000,,,,,,,,,,2,73494,01,T
01S5474936110,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:14.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:14.804000,,,,,,,,,,2,73116,01,T
01S5474936120,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:14.000000,B,HNMBY005,C400620527,2022/03/14 14:36:14.000000,,,,,,,,,,2,24372,01,T
01S5474936100,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:14.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:15.806000,,,,,,,,,,2,73116,01,T
01S5474936080,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:17.236000,,,,,,,,,,2,98092,01,T
01S5474936030,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:16.006000,,,,,,,,,,2,73494,01,T
01S5474936050,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,,,,,,,,,,2,19996,01,T
01S5474936140,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,,,,,,,,,,2,24573,01,T
01S5474936010,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:15.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:16.444000,,,,,,,,,,2,87968,01,T
01S5474936090,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:16.000000,B,HNMBY005,C400620527,2022/03/14 14:36:16.000000,,,,,,,,,,2,24523,01,T
01S5474936070,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:16.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:17.432000,,,,,,,,,,2,29992,01,T
01S5474936060,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:16.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:17.529000,,,,,,,,,,2,29992,01,T
01S5474936150,AAC,B,HNMBY005,C400620527,2022/03/14 14:36:16.000000,B,HNMBY005_01,C400624502,2022/03/14 14:36:17.339000,,,,,,,,,,2,122375,01,T
01S5325410010,FA1,B,PP104001,C400620527,2022/03/14 14:40:24.000000,B,PP104001,CallProductOSProgram,2022/03/14 15:08:12.683000,,,,,,,,,,2,22620,01,T
01S5453844010,FBM,B,ZP108110,C400620527,2022/03/14 15:01:44.000000,B,ZP108110,C400620527,2022/03/14 15:01:44.000000,,,,,,,,,,2,28310,01,T
01S5476535010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:38.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:38.000000,,,,,,,,,,2,22738,01,T
01S5452063010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:42.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:42.000000,,,,,,,,,,2,23486,01,T
01S5441990010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:45.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:45.000000,,,,,,,,,,2,27549,01,T
01S5461782010,FA1,B,PP104001,C400620527,2022/03/14 15:12:47.000000,B,PP104001,CallProductOSProgram,2022/03/14 15:12:48.058000,,,,,,,,,,2,6840,01,T
01S5467465010,FBJ,B,PP152101,C400620527,2022/03/14 15:15:55.000000,B,PP152101,C400620527,2022/03/14 15:15:55.000000,,,,,,,,,,2,20120,01,T
01S5479565020,FBM,B,ZP108110,C400620527,2022/03/14 15:19:38.000000,B,ZP108110,C400620527,2022/03/14 15:19:38.000000,,,,,,,,,,2,20790,01,T
01S5478742040,DBE,B,PEYZZ624,C400620527,2022/03/14 14:40:22.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:08:48.937000,,,,,,,,,,2,155780,01,T
01S5443191010,FBM,B,ZP108110,C400620527,2022/03/14 14:44:06.000000,B,ZP108110,CallProductOSProgram,2022/03/14 15:20:27.521000,,,,,,,,,,2,133900,01,T
01S5467513010,FA1,B,PP104001,C400620527,2022/03/14 14:57:00.000000,B,PP104001,CallProductOSProgram,2022/03/14 15:17:37.507000,,,,,,,,,,2,56300,01,T
01S5443205010,FBM,B,ZP108110,C400620527,2022/03/14 14:57:54.000000,B,ZP108110,CallProductOSProgram,2022/03/14 15:20:26.814000,,,,,,,,,,2,38150,01,T
01S5485973010,DAH,B,PEEZZ050,C400620527,2022/03/14 14:24:07.000000,B,PEYZZ622,CallSlabOSProgram,2022/03/14 15:14:43.843000,,,,,,,,,,2,26314,01,T
01S5445752020,FA1,B,PP104001,C400620527,2022/03/14 14:24:20.000000,B,PP104001,CallProductOSProgram,2022/03/14 14:41:19.671000,,,,,,,,,,2,28690,01,T
01S5455507010,CED,B,P0200230,C400620527,2022/03/14 14:25:08.000000,B,PMZNC201,CallColdCoilOSProgram,2022/03/14 15:06:42.345000,,,,,,,,,,2,0,01,T
01S5493622030,FBE,B,HNMDP013,C400620527,2022/03/14 14:30:45.000000,B,PP142102,CallProductOSProgram,2022/03/14 14:30:49.507000,,,,,,,,,,2,0,01,T
01S5479253040,FA1,B,PP104001,C400620527,2022/03/14 14:38:29.000000,B,PP145102,CallProductOSProgram,2022/03/14 14:38:31.487000,,,,,,,,,,2,0,01,T
01S5479253040,FBE,B,PP145102,C400620527,2022/03/14 14:38:31.000000,B,PP145102,C400620527,2022/03/14 14:38:31.000000,,,,,,,,,,2,24050,01,T
01S5506768050,FBM,B,ZP108110,C400620527,2022/03/14 14:40:51.000000,B,ZP108110,CallProductOSProgram,2022/03/14 15:17:26.785000,,,,,,,,,,2,6440,01,T
01S5454853010,FBM,B,ZP108110,C400620527,2022/03/14 14:46:22.000000,B,ZP108110,C400620527,2022/03/14 14:46:22.000000,,,,,,,,,,2,19150,01,T
01S5432616010,FBM,B,HNMGP022,C400620527,2022/03/14 14:57:28.000000,B,HNMGP022,C400620527,2022/03/14 14:57:28.000000,,,,,,,,,,2,17690,01,T
01S5456006010,CLE,B,PMZNC201,C400620527,2022/03/14 15:07:10.000000,B,PMZNC201,C400620527,2022/03/14 15:07:10.000000,,,,,,,,,,2,21870,01,T
01S5481160010,FBJ,B,PP152101,C400620527,2022/03/14 15:08:15.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:08:15.920000,,,,,,,,,,2,40000,01,T
01S5443193010,FBL,B,PP101002,C400620527,2022/03/14 14:59:47.000000,B,PP101002,CallProductOSProgram,2022/03/14 15:12:30.369000,,,,,,,,,,2,36240,01,T
01S5513439010,FBJ,B,PP152101,C400620527,2022/03/14 15:19:36.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:20:13.459000,,,,,,,,,,2,54700,01,T
01S5437498010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:21:29.000000,B,PHZZMM02,C400620527,2022/03/14 15:21:29.000000,,,,,,,,,,2,27597,01,T
01S5453581010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:41.000000,B,PHZZMM02,C400620527,2022/03/14 15:12:41.000000,,,,,,,,,,2,27442,01,T
01S5476546010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:12:41.000000,B,PHZZMM02,CallHotCoilOSProgram,2022/03/14 15:12:44.017000,,,,,,,,,,2,43554,01,T
01S5487549050,FBJ,B,PP152101,C400620527,2022/03/14 15:12:48.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:57.734000,,,,,,,,,,2,37340,01,T
01S5447471010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:16:37.000000,B,PHZZMM02,C400620527,2022/03/14 15:16:37.000000,,,,,,,,,,2,27036,01,T
01S5495973070,FBJ,B,PP152101,C400620527,2022/03/14 15:17:09.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:18:06.870000,,,,,,,,,,2,34940,01,T
01S5435117010,CEE,B,PMZNC201,C400620527,2022/03/14 15:06:46.000000,B,PMZNC201,C400620527,2022/03/14 15:06:46.000000,,,,,,,,,,2,19420,01,T
01S5481381010,HEE,B,PHZZMM02,C400620527,2022/03/14 15:13:03.000000,B,PHZZMM02,C400620527,2022/03/14 15:13:03.000000,,,,,,,,,,2,21965,01,T
01S5513356010,FBJ,B,PP152101,C400620527,2022/03/14 15:18:44.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:20:26.016000,,,,,,,,,,2,30650,01,T
01S5485973010,DAG,B,PEN3X524,C400620527,2022/03/14 14:24:07.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:24:07.961000,,,,,,,,,,2,0,01,T
