ORDER_HEAD_LINE_NO,OS_STATUS_CD,CREATED_OBJECT_TYPE,CREATED_OBJECT_ID,CREATED_PROGRAM_ID,CREATION_TIMESTAMP,LAST_UPDATED_OBJECT_TYPE,LAST_UPDATED_OBJECT_ID,LAST_UPDATE_PROGRAM_ID,LAST_UPDATE_TIMESTAMP,DATA_END_STATUS,DATA_END_OBJECT_TYPE,DATA_END_OBJECT_ID,DATA_END_PROGRAM_ID,DATA_END_TIMESTAMP,ARCHIVE_COMPLETED_FLAG,ARCHIVED_EMPLOYEE_NUM,ARCHIVED_TIMESTAMP,ARCHIVE_PROGRAM_ID,OS_PROCESS_STATUS,OS_PROCESS_WGT,GCS_COMP_CODE,PARTITION_KEY
01S5465813030,DAF,B,PEEZZ613,C400620527,2022/03/14 15:06:27.000000,B,PEN2X556,CallSlabOSProgram,2022/03/14 15:20:10.761000,,,,,,,,,,2,0,01,P
01S5476613020,FCY,B,H6C40104,C400620527,2022/03/14 15:06:44.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:09.822000,,,,,,,,,,2,2663,01,P
01S5397707880,FCY,B,H6C40104,C400620527,2022/03/14 15:07:41.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:14.042000,,,,,,,,,,2,998,01,P
01S5462344030,FCY,B,H6C40104,C400620527,2022/03/14 15:07:42.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:14.395000,,,,,,,,,,2,1586,01,P
01S5461839010,FBJ,B,PP152101,C400620527,2022/03/14 15:10:35.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:10:46.800000,,,,,,,,,,2,58443,01,P
01S5414203040,FBM,B,PP101002,C400620527,2022/03/14 15:11:13.000000,B,PP101002,C400620527,2022/03/14 15:11:13.000000,,,,,,,,,,2,2015,01,P
01S5414203060,FBM,B,PP101002,C400620527,2022/03/14 15:11:14.000000,B,PP101002,C400620527,2022/03/14 15:11:14.000000,,,,,,,,,,2,2222,01,P
01S5488429820,FBJ,B,PP152101,C400620527,2022/03/14 15:11:39.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:04.673000,,,,,,,,,,2,4570,01,P
01S5380880190,DDD,B,PEPZZ745,C400620527,2022/03/14 14:31:12.000000,B,PEPZZ745,CallSlabOSProgram,2022/03/14 14:31:15.832000,,,,,,,,,,2,115470,01,P
01S5475165010,FCY,B,H6C40104,C400620527,2022/03/14 15:01:33.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:03:23.470000,,,,,,,,,,2,2003,01,P
01S5439382210,FBE,B,PP145102,C400620527,2022/03/14 15:04:14.000000,B,PP145102,C400620527,2022/03/14 15:04:14.000000,,,,,,,,,,2,898,01,P
01S5450849020,DAH,B,PEEZZ050,C400620527,2022/03/14 15:05:38.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:51.637000,,,,,,,,,,2,1799,01,P
01S5451915170,DAH,B,PEEZZ050,C400620527,2022/03/14 15:05:38.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:51.686000,,,,,,,,,,2,1514,01,P
01S5472759010,DAH,B,PEEZZ050,C400620527,2022/03/14 15:05:38.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:51.734000,,,,,,,,,,2,1124,01,P
01S5441135750,FCY,B,H6C40104,C400620527,2022/03/14 15:05:58.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:09.250000,,,,,,,,,,2,2054,01,P
01S5437148010,FBJ,B,PP152101,C400620527,2022/03/14 15:11:49.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:18.748000,,,,,,,,,,2,15536,01,P
01S5472766010,PHE,B,PLA14055,C400620527,2022/03/14 15:11:51.000000,B,PLA14005,CallPlateOSProgram,2022/03/14 15:17:42.596000,,,,,,,,,,2,0,01,P
01S5488429930,FBJ,B,PP152101,C400620527,2022/03/14 15:11:52.000000,B,PP152101,C400620527,2022/03/14 15:11:52.000000,,,,,,,,,,2,4883,01,P
01S5457546420,FBJ,B,PP152101,C400620527,2022/03/14 15:11:52.000000,B,PP152101,C400620527,2022/03/14 15:11:52.000000,,,,,,,,,,2,1366,01,P
01S5488429740,FBJ,B,PP152101,C400620527,2022/03/14 15:11:57.000000,B,PP152101,C400620527,2022/03/14 15:11:57.000000,,,,,,,,,,2,4078,01,P
01S5470216040,DAF,B,PEEZZ613,C400620527,2022/03/14 15:14:51.000000,B,PEEZZ613,C400620527,2022/03/14 15:14:51.000000,,,,,,,,,,2,18664,01,P
01S5481349010,RYY,B,PSMA9P61,C400620527,2022/03/14 14:23:05.000000,B,PP104001,CallProductOSProgram,2022/03/14 14:24:35.034000,,,,,,,,,,2,0,01,N
01S5481349010,FBE,B,PP145102,C400620527,2022/03/14 14:24:37.000000,B,H6C40101_01,CallProductOSProgram,2022/03/14 14:59:18.327000,,,,,,,,,,2,0,01,N
01S5460014050,DBG,B,PEN2X556,C400620527,2022/03/14 14:25:44.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:25:46.530000,,,,,,,,,,2,0,01,P
01S5469636040,DBG,B,PEN2X556,C400620527,2022/03/14 14:25:44.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:25:46.584000,,,,,,,,,,2,0,01,P
01S5451841010,PYE,B,PLC14052,C400620527,2022/03/14 14:25:47.000000,B,PLC14052,CallPlateOSProgram,2022/03/14 14:25:48.430000,,,,,,,,,,2,5130,01,P
01S5472251030,DAH,B,PEEZZ050,C400620527,2022/03/14 14:46:26.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:07.973000,,,,,,,,,,2,7188,01,P
01S5472251100,DAH,B,PEEZZ050,C400620527,2022/03/14 14:46:26.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:08.019000,,,,,,,,,,2,5570,01,P
01S5472262100,DAH,B,PEEZZ050,C400620527,2022/03/14 14:46:26.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:54:08.062000,,,,,,,,,,2,5570,01,P
01S5361415020,PLE,B,PLA14005,C400620527,2022/03/14 14:46:59.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 14:48:44.553000,,,,,,,,,,2,0,01,P
01S5484513590,FCY,B,H6C40104,C400620527,2022/03/14 14:47:53.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:50:15.458000,,,,,,,,,,2,2839,01,P
01S5411744010,FBJ,B,KP152101,C400620527,2022/03/14 14:51:25.000000,B,KP152101,C400620527,2022/03/14 14:51:25.000000,,,,,,,,,,2,3166,01,L
01S5327371010,FBJ,B,KP152101,C400620527,2022/03/14 14:51:27.000000,B,KP152101,C400620527,2022/03/14 14:51:27.000000,,,,,,,,,,2,2210,01,L
01S5486751010,DBG,B,PEN2X556,C400620527,2022/03/14 15:01:39.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 15:01:42.361000,,,,,,,,,,2,0,01,P
01S5473379130,PGE,B,PLA12009,C400620527,2022/03/14 15:02:40.000000,B,PLA12009,C400620527,2022/03/14 15:02:40.000000,,,,,,,,,,2,2431,01,P
01S5465841070,FCY,B,H6C40104,C400620527,2022/03/14 15:07:44.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:14.608000,,,,,,,,,,2,1450,01,P
01S5414203050,FBM,B,PP101002,C400620527,2022/03/14 15:11:12.000000,B,PP101002,C400620527,2022/03/14 15:11:12.000000,,,,,,,,,,2,2222,01,P
01S5414203080,FBM,B,PP101002,C400620527,2022/03/14 15:11:13.000000,B,PP101002,C400620527,2022/03/14 15:11:13.000000,,,,,,,,,,2,2222,01,P
01S5488429730,FBJ,B,PP152101,C400620527,2022/03/14 15:11:42.000000,B,PP152101,C400620527,2022/03/14 15:11:42.000000,,,,,,,,,,2,3626,01,P
01S5488429330,FBJ,B,PP152101,C400620527,2022/03/14 15:11:43.000000,B,PP152101,C400620527,2022/03/14 15:11:43.000000,,,,,,,,,,2,1879,01,P
01S5470671030,FBJ,B,PP152101,C400620527,2022/03/14 15:12:21.000000,B,PP152101,C400620527,2022/03/14 15:12:21.000000,,,,,,,,,,2,908,01,P
01S5361343010,PHE,B,PLA14055,C400620527,2022/03/14 15:14:16.000000,B,PLA14005,CallPlateOSProgram,2022/03/14 15:20:07.093000,,,,,,,,,,2,0,01,P
01S5451890290,FBM,B,ZP108110,C400620527,2022/03/14 15:16:41.000000,B,ZP108110,C400620527,2022/03/14 15:16:41.000000,,,,,,,,,,2,9743,01,P
01S5429517070,FBM,B,ZP108110,C400620527,2022/03/14 15:16:44.000000,B,ZP108110,C400620527,2022/03/14 15:16:44.000000,,,,,,,,,,2,3598,01,P
01S5461200010,PPE,B,PLA4009R,C400620527,2022/03/14 15:21:00.000000,B,PLA4009R,C400620527,2022/03/14 15:21:00.000000,,,,,,,,,,2,1750,01,P
01S5451835020,PPE,B,PLA4009R,C400620527,2022/03/14 15:21:17.000000,B,PLA4009R,C400620527,2022/03/14 15:21:17.000000,,,,,,,,,,2,2176,01,P
01S5361343010,PPE,B,PLA4009R,C400620527,2022/03/14 15:22:21.000000,B,PLA4009R,C400620527,2022/03/14 15:22:21.000000,,,,,,,,,,2,1035,01,P
01S5442511040,FBM,B,PP101002,C400620527,2022/03/14 14:29:43.000000,B,PP101002,C400620527,2022/03/14 14:29:43.000000,,,,,,,,,,2,3000,01,P
01S5476610100,FBM,B,PP101002,C400620527,2022/03/14 14:29:46.000000,B,PP101002,C400620527,2022/03/14 14:29:46.000000,,,,,,,,,,2,2936,01,P
01S5451096080,DAF,B,PEEZZ613,C400620527,2022/03/14 14:29:58.000000,B,M2E01P01,CallSlabOSProgram,2022/03/14 14:46:20.951000,,,,,,,,,,2,0,01,P
01S5474215020,DBG,B,PEN2X556,C400620527,2022/03/14 14:30:43.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:30:46.016000,,,,,,,,,,2,0,01,P
01S5452485160,DAH,B,PEEZZ050,C400620527,2022/03/14 14:30:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:57:37.127000,,,,,,,,,,2,895,01,P
01S5460014110,DAH,B,PEEZZ050,C400620527,2022/03/14 14:30:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:57:37.176000,,,,,,,,,,2,1653,01,P
01S5469561010,DAH,B,PEEZZ050,C400620527,2022/03/14 14:30:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:57:37.247000,,,,,,,,,,2,2000,01,P
01S5473312200,DAH,B,PEEZZ050,C400620527,2022/03/14 14:30:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:57:37.292000,,,,,,,,,,2,1653,01,P
01S5473312260,DAH,B,PEEZZ050,C400620527,2022/03/14 14:30:45.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 14:57:37.339000,,,,,,,,,,2,1653,01,P
01S5441136790,FBM,B,PP101002,C400620527,2022/03/14 14:31:24.000000,B,PP101002,C400620527,2022/03/14 14:31:24.000000,,,,,,,,,,2,2346,01,P
01S5470644570,PPE,B,PLA4009R,C400620527,2022/03/14 14:31:24.000000,B,PLC14052,CallPlateOSProgram,2022/03/14 14:33:48.446000,,,,,,,,,,2,0,01,P
01S5481349010,FA1,B,PP104001,C400620527,2022/03/14 14:24:35.000000,B,PP145102,CallProductOSProgram,2022/03/14 14:24:37.119000,,,,,,,,,,2,0,01,N
01S5442127020,DBG,B,PEN2X556,C400620527,2022/03/14 14:25:43.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:25:46.106000,,,,,,,,,,2,0,01,P
01S5442127040,DBG,B,PEN2X556,C400620527,2022/03/14 14:25:43.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:25:46.152000,,,,,,,,,,2,0,01,P
01S5411385010,FBM,B,PP101002,C400620527,2022/03/14 14:25:55.000000,B,PP140500,CallProductOSProgram,2022/03/14 14:28:44.761000,,,,,,,,,,2,1028,01,P
01S5430637270,FA1,B,PP104001,C400620527,2022/03/14 14:28:12.000000,B,PP106002,CallProductOSProgram,2022/03/14 14:43:35.276000,,,,,,,,,,2,600,01,P
01S5476609030,FBM,B,PP101002,C400620527,2022/03/14 14:29:46.000000,B,PP101002,C400620527,2022/03/14 14:29:46.000000,,,,,,,,,,2,2017,01,P
01S5472056010,PXE,B,PLB4012R,C400620527,2022/03/14 14:30:14.000000,B,PLB4012R,CallPlateOSProgram,2022/03/14 14:35:52.673000,,,,,,,,,,2,0,01,P
01S5339404020,DDD,B,PEPZZ745,C400620527,2022/03/14 14:31:10.000000,B,PEEZZ747,CallSlabOSProgram,2022/03/14 14:41:00.464000,,,,,,,,,,2,15209,01,P
01S5399056020,FCY,B,H6C40104,C400620527,2022/03/14 14:33:01.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:35:07.847000,,,,,,,,,,2,1920,01,P
01S5361343010,PGE,B,PLA12009,C400620527,2022/03/14 14:36:49.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:14:16.185000,,,,,,,,,,2,0,01,P
01S5451835020,PGE,B,PLA12009,C400620527,2022/03/14 14:36:49.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:14:16.362000,,,,,,,,,,2,0,01,P
01S5473312360,FBM,B,PP101002,C400620527,2022/03/14 14:36:55.000000,B,PP101002,C400620527,2022/03/14 14:36:55.000000,,,,,,,,,,2,2213,01,P
01S5426945040,FBM,B,KP101002,C400620527,2022/03/14 14:38:10.000000,B,KP101002,CallProductOSProgram,2022/03/14 14:38:11.161000,,,,,,,,,,2,10184,01,L
01S5411204010,FBM,B,KP101002,C400620527,2022/03/14 14:38:10.000000,B,KP101002,C400620527,2022/03/14 14:38:10.000000,,,,,,,,,,2,5033,01,L
01S5440753020,PLE,B,PLA14005,C400620527,2022/03/14 14:39:15.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 14:42:10.429000,,,,,,,,,,2,0,01,P
01S5429067010,P4E,B,PLC14052,C400620527,2022/03/14 14:39:32.000000,B,PLC14052,C400620527,2022/03/14 14:39:32.000000,,,,,,,,,,2,6674,01,P
01S5430808100,FBM,B,PP101002,C400620527,2022/03/14 14:39:41.000000,B,H6C40104_01,CallProductOSProgram,2022/03/14 14:48:38.290000,,,,,,,,,,2,0,01,P
01S5476577010,FBM,B,PP101002,C400620527,2022/03/14 14:39:42.000000,B,PP101002,C400620527,2022/03/14 14:39:42.000000,,,,,,,,,,2,2168,01,P
01S5430751070,FBM,B,PP101002,C400620527,2022/03/14 14:39:43.000000,B,H6C40104_01,CallProductOSProgram,2022/03/14 14:48:37.882000,,,,,,,,,,2,0,01,P
01S5417262240,FBM,B,PP101002,C400620527,2022/03/14 14:39:44.000000,B,H6C40104_01,CallProductOSProgram,2022/03/14 14:48:38.043000,,,,,,,,,,2,0,01,P
01S5450870060,FBM,B,PP101002,C400620527,2022/03/14 14:39:45.000000,B,PP101002,C400620527,2022/03/14 14:39:45.000000,,,,,,,,,,2,1760,01,P
01S5382166010,PYE,B,PLB4012R,C400620527,2022/03/14 14:39:48.000000,B,PLB4012R,CallPlateOSProgram,2022/03/14 15:08:05.374000,,,,,,,,,,2,9975,01,P
01S5470610840,DBG,B,M2E01P01,C400620527,2022/03/14 14:39:53.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:39:54.980000,,,,,,,,,,2,0,01,P
01S5467002390,DAH,B,PEEZZ050,C400620527,2022/03/14 14:39:56.000000,B,PEEZZ050,C400620527,2022/03/14 14:39:56.000000,,,,,,,,,,2,4512,01,P
01S5467002480,DBG,B,M2E01P01,C400620527,2022/03/14 14:39:57.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:39:58.179000,,,,,,,,,,2,0,01,P
01S5467002480,DAH,B,PEEZZ050,C400620527,2022/03/14 14:39:58.000000,B,PEEZZ050,C400620527,2022/03/14 14:39:58.000000,,,,,,,,,,2,4512,01,P
01S5468131130,FBF,B,H6C40101,C400620527,2022/03/14 14:41:33.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:21:55.324000,,,,,,,,,,2,0,01,P
01S5485982040,FBF,B,H6C40101,C400620527,2022/03/14 14:41:34.000000,B,H6C40101,C400620527,2022/03/14 14:41:34.000000,,,,,,,,,,2,2402,01,P
01S5402658070,PGE,B,PLA12009,C400620527,2022/03/14 14:41:56.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:16:25.774000,,,,,,,,,,2,0,01,P
01S5451831070,PPE,B,PLA4009R,C400620527,2022/03/14 14:42:17.000000,B,PLC14052,CallPlateOSProgram,2022/03/14 14:44:16.971000,,,,,,,,,,2,0,01,P
01S5394551060,FBM,B,PP101002,C400620527,2022/03/14 14:42:26.000000,B,PP101002,C400620527,2022/03/14 14:42:26.000000,,,,,,,,,,2,3280,01,P
01S5436086130,FBM,B,PP101002,C400620527,2022/03/14 14:42:26.000000,B,PP101002,C400620527,2022/03/14 14:42:26.000000,,,,,,,,,,2,2456,01,P
01S5394548560,FBM,B,PP101002,C400620527,2022/03/14 14:42:27.000000,B,PP101002,C400620527,2022/03/14 14:42:27.000000,,,,,,,,,,2,1945,01,P
01S5470684020,DAH,B,PEEZZ050,C400620527,2022/03/14 14:44:58.000000,B,PEEZZ050,C400620527,2022/03/14 14:44:58.000000,,,,,,,,,,2,2741,01,P
01S5470684060,DAH,B,PEEZZ050,C400620527,2022/03/14 14:44:58.000000,B,PEEZZ050,C400620527,2022/03/14 14:44:58.000000,,,,,,,,,,2,2741,01,P
01S5461035340,DBG,B,M2E01P01,C400620527,2022/03/14 14:44:58.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:00.021000,,,,,,,,,,2,0,01,P
01S5472309030,DBG,B,M2E01P01,C400620527,2022/03/14 14:44:58.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:00.061000,,,,,,,,,,2,0,01,P
01S5461223110,DBG,B,M2E01P01,C400620527,2022/03/14 14:45:08.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:10.507000,,,,,,,,,,2,0,01,P
01S5472311060,DBG,B,M2E01P01,C400620527,2022/03/14 14:45:09.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:10.561000,,,,,,,,,,2,0,01,P
01S5451832030,DAH,B,PEEZZ050,C400620527,2022/03/14 14:45:12.000000,B,PEEZZ050,C400620527,2022/03/14 14:45:12.000000,,,,,,,,,,2,2578,01,P
01S5451890050,DAH,B,PEEZZ050,C400620527,2022/03/14 14:45:12.000000,B,PEEZZ050,C400620527,2022/03/14 14:45:12.000000,,,,,,,,,,2,2578,01,P
01S5411652010,DBG,B,M2E01P01,C400620527,2022/03/14 14:45:18.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:19.259000,,,,,,,,,,2,0,01,P
01S5426403020,DBG,B,M2E01P01,C400620527,2022/03/14 14:45:18.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:45:19.353000,,,,,,,,,,2,0,01,P
01S5462342010,FCY,B,H6C40104,C400620527,2022/03/14 14:45:22.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:47:06.147000,,,,,,,,,,2,762,01,P
01S5472251030,DBG,B,M2E01P01,C400620527,2022/03/14 14:46:20.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:46:26.328000,,,,,,,,,,2,0,01,P
01S5472251100,DBG,B,M2E01P01,C400620527,2022/03/14 14:46:20.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:46:26.377000,,,,,,,,,,2,0,01,P
01S5472262100,DBG,B,M2E01P01,C400620527,2022/03/14 14:46:20.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:46:26.430000,,,,,,,,,,2,0,01,P
01S5474074120,DAH,B,PEEZZ050,C400620527,2022/03/14 14:46:25.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:00:19.039000,,,,,,,,,,2,9897,01,P
01S5474074180,DAH,B,PEEZZ050,C400620527,2022/03/14 14:46:25.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:00:19.089000,,,,,,,,,,2,10169,01,P
01S4910446070,PXE,B,PLB4012R,C400620527,2022/03/14 14:46:38.000000,B,PLB4012R,CallPlateOSProgram,2022/03/14 15:01:21.426000,,,,,,,,,,2,0,01,P
01S5398414010,PGE,B,PLA12009,C400620527,2022/03/14 14:47:31.000000,B,PLA14055,CallPlateOSProgram,2022/03/14 15:19:31.144000,,,,,,,,,,2,0,01,P
01S5483897010,FBM,B,PP101002,C400620527,2022/03/14 14:47:32.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:47:32.744000,,,,,,,,,,2,15978,01,P
01S5417262240,FCY,B,H6C40104,C400620527,2022/03/14 14:48:38.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 14:50:16.536000,,,,,,,,,,2,1390,01,P
01S5444227010,PHE,B,PLA14055,C400620527,2022/03/14 14:51:22.000000,B,PLA14005,CallPlateOSProgram,2022/03/14 14:56:26.568000,,,,,,,,,,2,0,01,P
01S5411735040,FBJ,B,KP152101,C400620527,2022/03/14 14:51:29.000000,B,KP152101,C400620527,2022/03/14 14:51:29.000000,,,,,,,,,,2,6792,01,L
01S5399639060,FBJ,B,KP152101,C400620527,2022/03/14 14:51:32.000000,B,KP152101,CallProductOSProgram,2022/03/14 14:51:32.827000,,,,,,,,,,2,28796,01,L
01S5411756010,FBJ,B,KP152101,C400620527,2022/03/14 14:51:36.000000,B,KP152101,C400620527,2022/03/14 14:51:36.000000,,,,,,,,,,2,6525,01,L
01S5411753020,FBJ,B,KP152101,C400620527,2022/03/14 14:51:36.000000,B,KP152101,C400620527,2022/03/14 14:51:36.000000,,,,,,,,,,2,4433,01,L
01S5411752010,FBJ,B,KP152101,C400620527,2022/03/14 14:51:40.000000,B,KP152101,C400620527,2022/03/14 14:51:40.000000,,,,,,,,,,2,5747,01,L
01S5399595010,FBJ,B,KP152101,C400620527,2022/03/14 14:51:40.000000,B,KP152101,C400620527,2022/03/14 14:51:40.000000,,,,,,,,,,2,5651,01,L
01S5411722080,FBJ,B,KP152101,C400620527,2022/03/14 14:51:41.000000,B,KP152101,C400620527,2022/03/14 14:51:41.000000,,,,,,,,,,2,5274,01,L
01S5478610020,DAH,B,PEEZZ050,C400620527,2022/03/14 14:54:29.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:09:45.618000,,,,,,,,,,2,4668,01,P
01S5436086040,FBM,B,PP101002,C400620527,2022/03/14 14:42:25.000000,B,PP101002,CallProductOSProgram,2022/03/14 14:42:25.740000,,,,,,,,,,2,6366,01,P
01S5394549060,FBM,B,PP101002,C400620527,2022/03/14 14:42:27.000000,B,PP101002,C400620527,2022/03/14 14:42:27.000000,,,,,,,,,,2,2658,01,P
01S5436086170,FBM,B,PP101002,C400620527,2022/03/14 14:42:28.000000,B,PP101002,C400620527,2022/03/14 14:42:28.000000,,,,,,,,,,2,2147,01,P
01S5403308010,PPE,B,PLA4009R,C400620527,2022/03/14 14:56:25.000000,B,PLC14052,CallPlateOSProgram,2022/03/14 14:59:26.694000,,,,,,,,,,2,0,01,P
01S5444227010,PLE,B,PLA14005,C400620527,2022/03/14 14:56:26.000000,B,PLA4009R,CallPlateOSProgram,2022/03/14 15:01:08.315000,,,,,,,,,,2,0,01,P
01S5414013020,DBG,B,M2E01P01,C400620527,2022/03/14 14:57:16.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:57:25.188000,,,,,,,,,,2,0,01,P
01S5469909020,DBG,B,M2E01P01,C400620527,2022/03/14 14:57:16.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:57:18.789000,,,,,,,,,,2,0,01,P
01S5414013020,DAH,B,PEEZZ050,C400620527,2022/03/14 14:57:18.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 14:57:25.194000,,,,,,,,,,2,5835,01,P
01S5469909020,DAH,B,PEEZZ050,C400620527,2022/03/14 14:57:18.000000,B,PEEZZ050,C400620527,2022/03/14 14:57:18.000000,,,,,,,,,,2,2334,01,P
01S5398436010,PGE,B,PLA12009,C400620527,2022/03/14 14:57:44.000000,B,PLA12009,C400620527,2022/03/14 14:57:44.000000,,,,,,,,,,2,1749,01,P
01S5440749010,PPE,B,PLA4009R,C400620527,2022/03/14 14:58:57.000000,B,PLC14052,CallPlateOSProgram,2022/03/14 15:22:22.321000,,,,,,,,,,2,0,01,P
01S5462601200,FBF,B,H6C40101,C400620527,2022/03/14 15:00:54.000000,B,H6C40101,C400620527,2022/03/14 15:00:54.000000,,,,,,,,,,2,4433,01,P
01S5447506010,FCY,B,H6C40104,C400620527,2022/03/14 15:00:55.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:03:22.826000,,,,,,,,,,2,1050,01,P
01S5486751030,DBG,B,PEN2X556,C400620527,2022/03/14 15:03:14.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 15:03:17.259000,,,,,,,,,,2,0,01,P
01S5461596010,DBG,B,PEN2X556,C400620527,2022/03/14 15:03:15.000000,B,PEEZZ050,CallSlabOSProgram,2022/03/14 15:03:17.913000,,,,,,,,,,2,0,01,P
01S5486751030,DAH,B,PEEZZ050,C400620527,2022/03/14 15:03:17.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:19:05.742000,,,,,,,,,,2,13090,01,P
01S5351347110,FBM,B,KP101002,C400620527,2022/03/14 15:05:41.000000,B,KP101002,C400620527,2022/03/14 15:05:41.000000,,,,,,,,,,2,1294,01,L
01S5351637010,DAH,B,PEEZZ050,C400620527,2022/03/14 15:05:42.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:52.074000,,,,,,,,,,2,1149,01,P
01S5484513040,DAH,B,PEEZZ050,C400620527,2022/03/14 15:05:42.000000,B,PEYZZ625,CallSlabOSProgram,2022/03/14 15:17:52.124000,,,,,,,,,,2,3246,01,P
01S5486751060,DAF,B,PEEZZ613,C400620527,2022/03/14 15:06:26.000000,B,PEN2X556,CallSlabOSProgram,2022/03/14 15:20:10.159000,,,,,,,,,,2,0,01,P
01S5476594020,FCY,B,H6C40104,C400620527,2022/03/14 15:06:43.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:09.447000,,,,,,,,,,2,2715,01,P
01S5336791010,FCY,B,H6C40104,C400620527,2022/03/14 15:06:43.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:09.568000,,,,,,,,,,2,5700,01,P
01S5476609050,FCY,B,H6C40104,C400620527,2022/03/14 15:06:43.000000,B,H6C40126_01,CallProductOSProgram,2022/03/14 15:08:09.699000,,,,,,,,,,2,2068,01,P
01S5414203030,FBM,B,PP101002,C400620527,2022/03/14 15:11:10.000000,B,PP101002,C400620527,2022/03/14 15:11:10.000000,,,,,,,,,,2,2328,01,P
01S5473069020,FBM,B,PP101002,C400620527,2022/03/14 15:11:13.000000,B,PP101002,C400620527,2022/03/14 15:11:13.000000,,,,,,,,,,2,1945,01,P
01S5445549030,PPE,B,PLC8007R,C400620527,2022/03/14 15:11:27.000000,B,PLC8007R,C400620527,2022/03/14 15:11:27.000000,,,,,,,,,,2,5328,01,P
01S5459971020,FBJ,B,PP152101,C400620527,2022/03/14 15:11:38.000000,B,PP152101,C400620527,2022/03/14 15:11:38.000000,,,,,,,,,,2,2543,01,P
01S5470682280,FBJ,B,PP152101,C400620527,2022/03/14 15:11:40.000000,B,PP152101,C400620527,2022/03/14 15:11:40.000000,,,,,,,,,,2,2779,01,P
01S5488429690,FBJ,B,PP152101,C400620527,2022/03/14 15:11:45.000000,B,PP152101,CallProductOSProgram,2022/03/14 15:12:06.753000,,,,,,,,,,2,8984,01,P
